somatotype,gender,goal,activity_level,exercise_complexity,exercise_type,total_calories,protein_g,carbs_g,fats_g,protein_pct,carbs_pct,fats_pct,breakfast_foods,lunch_foods,dinner_foods,snack_foods,diet_principles,fitness_strategy,fitness_split_strength,fitness_split_cardio,push_exercises,pull_exercises,legs_exercises,bodyweight_exercises,description
endomorph,male,weight_loss,sedentary,beginner,gym,1280,112.0,80.0,56.9,35,25,40,"Egg, Whole, Fried With Cooking Spray | Rice, White, With Lentils, As To Fat | Turkey, Light Meat, Breaded, Baked Or Fried, Skin Eaten | Peppers, Banana, Raw","Chicken, Meatless, | Fish, Catfish, Steamed | Stewed, Seasoned, Ground Beef And Pork, Mexican Style | Rice, White, With Lentils, As To Fat | Turkey, Light Meat, Breaded, Baked Or Fried, Skin Eaten","Fish, Catfish, Steamed | Chicken, Meatless, | Stewed, Seasoned, Ground Beef And Pork, Mexican Style | Beef, For Use With Vegetables | Turkey, Light Meat, Breaded, Baked Or Fried, Skin Eaten","Breadfruit, Cooked | Peppers, Banana, Raw | Fish, Catfish, Steamed",Prioritize lean protein and healthy fats | Strictly limit refined carbohydrates and sugars | Focus on high-fiber vegetables to stay full | Drink plenty of water to support metabolism,Combine consistent cardiovascular exercise to manage fat with strength training to build metabolic-boosting muscle.,3,2,"EIeI8Vf,vmwLyCg,SpYC0Kp,I4hDWkc,67n3r98,DsgkuIt,fSrPP6B,X6C6i5Y","UfePqpx,aaXr7ld,RVwzP10,Hgs6Nl1,q6y3OhV,slDvUAU","5VCj6iH,7zdxRTl,wQ2c4XD,G08RZcQ,ykUOVze",,"Naturally soft and round, gains weight easily, slower metabolism"
ectomorph,female,muscle_gain,very_active,beginner,bodyweight,2530,158.1,284.6,84.3,25,45,30,"Egg, Whole, Fried With Cooking Spray | Rice, White, With Lentils, As To Fat | Turkey, Light Meat, Breaded, Baked Or Fried, Skin Eaten | Peppers, Banana, Raw","Chicken, Meatless, | Fish, Catfish, Steamed | Stewed, Seasoned, Ground Beef And Pork, Mexican Style | Rice, White, With Lentils, As To Fat | Turkey, Light Meat, Breaded, Baked Or Fried, Skin Eaten","Fish, Catfish, Steamed | Chicken, Meatless, | Stewed, Seasoned, Ground Beef And Pork, Mexican Style | Beef, For Use With Vegetables | Turkey, Light Meat, Breaded, Baked Or Fried, Skin Eaten","Breadfruit, Cooked | Peppers, Banana, Raw | Fish, Catfish, Steamed",Eat in a caloric surplus with quality foods | Consume protein every 3-4 hours | Include plenty of complex carbohydrates | Add healthy fats to increase caloric density,Focus heavily on progressive strength training with minimal cardiovascular exercise to maximize muscle growth.,3,2,,,,"Ql4g5s8,s0HKO2I,w1NOByi,JZuApnB,wSScovH,wpbD28t,GWoKnIm,VsopqcV","Naturally lean and thin, fast metabolism, difficulty gaining weight"
ectomorph,female,muscle_gain,very_active,intermediate,gym,2530,158.1,284.6,84.3,25,45,30,"Egg, Whole, Fried With Cooking Spray | Rice, White, With Lentils, As To Fat | Turkey, Light Meat, Breaded, Baked Or Fried, Skin Eaten | Peppers, Banana, Raw","Chicken, Meatless, | Fish, Catfish, Steamed | Stewed, Seasoned, Ground Beef And Pork, Mexican Style | Rice, White, With Lentils, As To Fat | Turkey, Light Meat, Breaded, Baked Or Fried, Skin Eaten","Fish, Catfish, Steamed | Chicken, Meatless, | Stewed, Seasoned, Ground Beef And Pork, Mexican Style | Beef, For Use With Vegetables | Turkey, Light Meat, Breaded, Baked Or Fried, Skin Eaten","Breadfruit, Cooked | Peppers, Banana, Raw | Fish, Catfish, Steamed",Eat in a caloric surplus with quality foods | Consume protein every 3-4 hours | Include plenty of complex carbohydrates | Add healthy fats to increase caloric density,Focus heavily on progressive strength training with minimal cardiovascular exercise to maximize muscle growth.,4,2,"EIeI8Vf,vmwLyCg,A6wtbuL,fSrPP6B,5v7KYld,j7XMAyn,znQUdHY,Ser9eQp","UfePqpx,lBDjFxJ,NbVPDMW,dG5Smob,aaXr7ld,Hgs6Nl1,slDvUAU,NJzBsGJ","5VCj6iH,wQ2c4XD,my33uHU,ykUOVze,7zdxRTl,9E25EOx,G08RZcQ,Hgs6Nl1",,"Naturally lean and thin, fast metabolism, difficulty gaining weight"
ectomorph,female,muscle_gain,very_active,intermediate,bodyweight,2530,158.1,284.6,84.3,25,45,30,"Egg, Whole, Fried With Cooking Spray | Rice, White, With Lentils, As To Fat | Turkey, Light Meat, Breaded, Baked Or Fried, Skin Eaten | Peppers, Banana, Raw","Chicken, Meatless, | Fish, Catfish, Steamed | Stewed, Seasoned, Ground Beef And Pork, Mexican Style | Rice, White, With Lentils, As To Fat | Turkey, Light Meat, Breaded, Baked Or Fried, Skin Eaten","Fish, Catfish, Steamed | Chicken, Meatless, | Stewed, Seasoned, Ground Beef And Pork, Mexican Style | Beef, For Use With Vegetables | Turkey, Light Meat, Breaded, Baked Or Fried, Skin Eaten","Breadfruit, Cooked | Peppers, Banana, Raw | Fish, Catfish, Steamed",Eat in a caloric surplus with quality foods | Consume protein every 3-4 hours | Include plenty of complex carbohydrates | Add healthy fats to increase caloric density,Focus heavily on progressive strength training with minimal cardiovascular exercise to maximize muscle growth.,4,2,,,,"K1vlode,d5bTEPV,p5v6rdT,uOV3Itw,nqs5HGV,kMzUs9Y,sVQCCeG,C31LMnP","Naturally lean and thin, fast metabolism, difficulty gaining weight"
ectomorph,female,muscle_gain,very_active,advanced,gym,2530,158.1,284.6,84.3,25,45,30,"Egg, Whole, Fried With Cooking Spray | Rice, White, With Lentils, As To Fat | Turkey, Light Meat, Breaded, Baked Or Fried, Skin Eaten | Peppers, Banana, Raw","Chicken, Meatless, | Fish, Catfish, Steamed | Stewed, Seasoned, Ground Beef And Pork, Mexican Style | Rice, White, With Lentils, As To Fat | Turkey, Light Meat, Breaded, Baked Or Fried, Skin Eaten","Fish, Catfish, Steamed | Chicken, Meatless, | Stewed, Seasoned, Ground Beef And Pork, Mexican Style | Beef, For Use With Vegetables | Turkey, Light Meat, Breaded, Baked Or Fried, Skin Eaten","Breadfruit, Cooked | Peppers, Banana, Raw | Fish, Catfish, Steamed",Eat in a caloric surplus with quality foods | Consume protein every 3-4 hours | Include plenty of complex carbohydrates | Add healthy fats to increase caloric density,Focus heavily on progressive strength training with minimal cardiovascular exercise to maximize muscle growth.,5,2,"EIeI8Vf,vmwLyCg,bZq4bwK,T0yTjgW,yz9nUhF,dRTfGZT,WcHl7ru,znQUdHY","UfePqpx,HMzLjXx,25GPyDY,aaXr7ld,25GPyDY,b6hQYMb,dG5Smob,trmte8s","TUZLh71,zG0zs85,wQ2c4XD,9E25EOx,7zdxRTl,G08RZcQ,2ORFMoR,IZVHb27",,"Naturally lean and thin, fast metabolism, difficulty gaining weight"
ectomorph,female,muscle_gain,very_active,advanced,bodyweight,2530,158.1,284.6,84.3,25,45,30,"Egg, Whole, Fried With Cooking Spray | Rice, White, With Lentils, As To Fat | Turkey, Light Meat, Breaded, Baked Or Fried, Skin Eaten | Peppers, Banana, Raw","Chicken, Meatless, | Fish, Catfish, Steamed | Stewed, Seasoned, Ground Beef And Pork, Mexican Style | Rice, White, With Lentils, As To Fat | Turkey, Light Meat, Breaded, Baked Or Fried, Skin Eaten","Fish, Catfish, Steamed | Chicken, Meatless, | Stewed, Seasoned, Ground Beef And Pork, Mexican Style | Beef, For Use With Vegetables | Turkey, Light Meat, Breaded, Baked Or Fried, Skin Eaten","Breadfruit, Cooked | Peppers, Banana, Raw | Fish, Catfish, Steamed",Eat in a caloric surplus with quality foods | Consume protein every 3-4 hours | Include plenty of complex carbohydrates | Add healthy fats to increase caloric density,Focus heavily on progressive strength training with minimal cardiovascular exercise to maximize muscle growth.,5,2,,,,"U6G2gk9,6sYyrRX,AX1kB0o,UpAlold,yq3GAJX,jvEXp4N,B5xca8s,1IFV9h3","Naturally lean and thin, fast metabolism, difficulty gaining weight"
ectomorph,female,muscle_gain,extremely_active,beginner,gym,2760,172.5,310.5,92.0,25,45,30,"Egg, Whole, Fried With Cooking Spray | Rice, White, With Lentils, As To Fat | Turkey, Light Meat, Breaded, Baked Or Fried, Skin Eaten | Peppers, Banana, Raw","Chicken, Meatless, | Fish, Catfish, Steamed | Stewed, Seasoned, Ground Beef And Pork, Mexican Style | Rice, White, With Lentils, As To Fat | Turkey, Light Meat, Breaded, Baked Or Fried, Skin Eaten","Fish, Catfish, Steamed | Chicken, Meatless, | Stewed, Seasoned, Ground Beef And Pork, Mexican Style | Beef, For Use With Vegetables | Turkey, Light Meat, Breaded, Baked Or Fried, Skin Eaten","Breadfruit, Cooked | Peppers, Banana, Raw | Fish, Catfish, Steamed",Eat in a caloric surplus with quality foods | Consume protein every 3-4 hours | Include plenty of complex carbohydrates | Add healthy fats to increase caloric density,Focus heavily on progressive strength training with minimal cardiovascular exercise to maximize muscle growth.,3,2,"EIeI8Vf,vmwLyCg,SpYC0Kp,I4hDWkc,67n3r98,DsgkuIt,fSrPP6B,X6C6i5Y","UfePqpx,aaXr7ld,RVwzP10,Hgs6Nl1,q6y3OhV,slDvUAU","5VCj6iH,7zdxRTl,wQ2c4XD,G08RZcQ,ykUOVze",,"Naturally lean and thin, fast metabolism, difficulty gaining weight"
ectomorph,female,muscle_gain,extremely_active,beginner,bodyweight,2760,172.5,310.5,92.0,25,45,30,"Egg, Whole, Fried With Cooking Spray | Rice, White, With Lentils, As To Fat | Turkey, Light Meat, Breaded, Baked Or Fried, Skin Eaten | Peppers, Banana, Raw","Chicken, Meatless, | Fish, Catfish, Steamed | Stewed, Seasoned, Ground Beef And Pork, Mexican Style | Rice, White, With Lentils, As To Fat | Turkey, Light Meat, Breaded, Baked Or Fried, Skin Eaten","Fish, Catfish, Steamed | Chicken, Meatless, | Stewed, Seasoned, Ground Beef And Pork, Mexican Style | Beef, For Use With Vegetables | Turkey, Light Meat, Breaded, Baked Or Fried, Skin Eaten","Breadfruit, Cooked | Peppers, Banana, Raw | Fish, Catfish, Steamed",Eat in a caloric surplus with quality foods | Consume protein every 3-4 hours | Include plenty of complex carbohydrates | Add healthy fats to increase caloric density,Focus heavily on progressive strength training with minimal cardiovascular exercise to maximize muscle growth.,3,2,,,,"IZVHb27,yq3GAJX,wfotm7S,v3vLFW0,P9GFBME,kMzUs9Y,13VW2VO,B5xca8s","Naturally lean and thin, fast metabolism, difficulty gaining weight"
ectomorph,female,muscle_gain,extremely_active,intermediate,gym,2760,172.5,310.5,92.0,25,45,30,"Egg, Whole, Fried With Cooking Spray | Rice, White, With Lentils, As To Fat | Turkey, Light Meat, Breaded, Baked Or Fried, Skin Eaten | Peppers, Banana, Raw","Chicken, Meatless, | Fish, Catfish, Steamed | Stewed, Seasoned, Ground Beef And Pork, Mexican Style | Rice, White, With Lentils, As To Fat | Turkey, Light Meat, Breaded, Baked Or Fried, Skin Eaten","Fish, Catfish, Steamed | Chicken, Meatless, | Stewed, Seasoned, Ground Beef And Pork, Mexican Style | Beef, For Use With Vegetables | Turkey, Light Meat, Breaded, Baked Or Fried, Skin Eaten","Breadfruit, Cooked | Peppers, Banana, Raw | Fish, Catfish, Steamed",Eat in a caloric surplus with quality foods | Consume protein every 3-4 hours | Include plenty of complex carbohydrates | Add healthy fats to increase caloric density,Focus heavily on progressive strength training with minimal cardiovascular exercise to maximize muscle growth.,4,2,"EIeI8Vf,vmwLyCg,A6wtbuL,fSrPP6B,5v7KYld,j7XMAyn,znQUdHY,Ser9eQp","UfePqpx,lBDjFxJ,NbVPDMW,dG5Smob,aaXr7ld,Hgs6Nl1,slDvUAU,NJzBsGJ","5VCj6iH,wQ2c4XD,my33uHU,ykUOVze,7zdxRTl,9E25EOx,G08RZcQ,Hgs6Nl1",,"Naturally lean and thin, fast metabolism, difficulty gaining weight"
ectomorph,female,muscle_gain,extremely_active,intermediate,bodyweight,2760,172.5,310.5,92.0,25,45,30,"Egg, Whole, Fried With Cooking Spray | Rice, White, With Lentils, As To Fat | Turkey, Light Meat, Breaded, Baked Or Fried, Skin Eaten | Peppers, Banana, Raw","Chicken, Meatless, | Fish, Catfish, Steamed | Stewed, Seasoned, Ground Beef And Pork, Mexican Style | Rice, White, With Lentils, As To Fat | Turkey, Light Meat, Breaded, Baked Or Fried, Skin Eaten","Fish, Catfish, Steamed | Chicken, Meatless, | Stewed, Seasoned, Ground Beef And Pork, Mexican Style | Beef, For Use With Vegetables | Turkey, Light Meat, Breaded, Baked Or Fried, Skin Eaten","Breadfruit, Cooked | Peppers, Banana, Raw | Fish, Catfish, Steamed",Eat in a caloric surplus with quality foods | Consume protein every 3-4 hours | Include plenty of complex carbohydrates | Add healthy fats to increase caloric density,Focus heavily on progressive strength training with minimal cardiovascular exercise to maximize muscle growth.,4,2,,,,"ufaxB52,IZVHb27,9ZGnq1w,Wgbn9qo,yq3GAJX,VtTbiP3,5WiFcYk,O95afRA","Naturally lean and thin, fast metabolism, difficulty gaining weight"
ectomorph,female,muscle_gain,extremely_active,advanced,gym,2760,172.5,310.5,92.0,25,45,30,"Egg, Whole, Fried With Cooking Spray | Rice, White, With Lentils, As To Fat | Turkey, Light Meat, Breaded, Baked Or Fried, Skin Eaten | Peppers, Banana, Raw","Chicken, Meatless, | Fish, Catfish, Steamed | Stewed, Seasoned, Ground Beef And Pork, Mexican Style | Rice, White, With Lentils, As To Fat | Turkey, Light Meat, Breaded, Baked Or Fried, Skin Eaten","Fish, Catfish, Steamed | Chicken, Meatless, | Stewed, Seasoned, Ground Beef And Pork, Mexican Style | Beef, For Use With Vegetables | Turkey, Light Meat, Breaded, Baked Or Fried, Skin Eaten","Breadfruit, Cooked | Peppers, Banana, Raw | Fish, Catfish, Steamed",Eat in a caloric surplus with quality foods | Consume protein every 3-4 hours | Include plenty of complex carbohydrates | Add healthy fats to increase caloric density,Focus heavily on progressive strength training with minimal cardiovascular exercise to maximize muscle growth.,5,2,"EIeI8Vf,vmwLyCg,bZq4bwK,T0yTjgW,yz9nUhF,dRTfGZT,WcHl7ru,znQUdHY","UfePqpx,HMzLjXx,25GPyDY,aaXr7ld,25GPyDY,b6hQYMb,dG5Smob,trmte8s","TUZLh71,zG0zs85,wQ2c4XD,9E25EOx,7zdxRTl,G08RZcQ,2ORFMoR,IZVHb27",,"Naturally lean and thin, fast metabolism, difficulty gaining weight"
ectomorph,female,muscle_gain,extremely_active,advanced,bodyweight,2760,172.5,310.5,92.0,25,45,30,"Egg, Whole, Fried With Cooking Spray | Rice, White, With Lentils, As To Fat | Turkey, Light Meat, Breaded, Baked Or Fried, Skin Eaten | Peppers, Banana, Raw","Chicken, Meatless, | Fish, Catfish, Steamed | Stewed, Seasoned, Ground Beef And Pork, Mexican Style | Rice, White, With Lentils, As To Fat | Turkey, Light Meat, Breaded, Baked Or Fried, Skin Eaten","Fish, Catfish, Steamed | Chicken, Meatless, | Stewed, Seasoned, Ground Beef And Pork, Mexican Style | Beef, For Use With Vegetables | Turkey, Light Meat, Breaded, Baked Or Fried, Skin Eaten","Breadfruit, Cooked | Peppers, Banana, Raw | Fish, Catfish, Steamed",Eat in a caloric surplus with quality foods | Consume protein every 3-4 hours | Include plenty of complex carbohydrates | Add healthy fats to increase caloric density,Focus heavily on progressive strength training with minimal cardiovascular exercise to maximize muscle growth.,5,2,,,,"d5bTEPV,vpleANJ,DQ0cqkT,rQxwMxO,x6KpKpq,LIlE5Tn,obe5LMq,v3vLFW0","Naturally lean and thin, fast metabolism, difficulty gaining weight"
ectomorph,female,maintenance,sedentary,beginner,gym,1600,100.0,180.0,53.3,25,45,30,"Egg, Whole, Fried With Cooking Spray | Rice, White, With Lentils, As To Fat | Turkey, Light Meat, Breaded, Baked Or Fried, Skin Eaten | Peppers, Banana, Raw","Chicken, Meatless, | Fish, Catfish, Steamed | Stewed, Seasoned, Ground Beef And Pork, Mexican Style | Rice, White, With Lentils, As To Fat | Turkey, Light Meat, Breaded, Baked Or Fried, Skin Eaten","Fish, Catfish, Steamed | Chicken, Meatless, | Stewed, Seasoned, Ground Beef And Pork, Mexican Style | Beef, For Use With Vegetables | Turkey, Light Meat, Breaded, Baked Or Fried, Skin Eaten","Breadfruit, Cooked | Peppers, Banana, Raw | Fish, Catfish, Steamed",Eat consistently throughout the day | Balance all macronutrients | Focus on whole foods | Don't skip meals,Emphasize strength training with light cardiovascular exercise for overall health.,3,2,"EIeI8Vf,vmwLyCg,SpYC0Kp,I4hDWkc,67n3r98,DsgkuIt,fSrPP6B,X6C6i5Y","UfePqpx,aaXr7ld,RVwzP10,Hgs6Nl1,q6y3OhV,slDvUAU","5VCj6iH,7zdxRTl,wQ2c4XD,G08RZcQ,ykUOVze",,"Naturally lean and thin, fast metabolism, difficulty gaining weight"
ectomorph,female,maintenance,sedentary,beginner,bodyweight,1600,100.0,180.0,53.3,25,45,30,"Egg, Whole, Fried With Cooking Spray | Rice, White, With Lentils, As To Fat | Turkey, Light Meat, Breaded, Baked Or Fried, Skin Eaten | Peppers, Banana, Raw","Chicken, Meatless, | Fish, Catfish, Steamed | Stewed, Seasoned, Ground Beef And Pork, Mexican Style | Rice, White, With Lentils, As To Fat | Turkey, Light Meat, Breaded, Baked Or Fried, Skin Eaten","Fish, Catfish, Steamed | Chicken, Meatless, | Stewed, Seasoned, Ground Beef And Pork, Mexican Style | Beef, For Use With Vegetables | Turkey, Light Meat, Breaded, Baked Or Fried, Skin Eaten","Breadfruit, Cooked | Peppers, Banana, Raw | Fish, Catfish, Steamed",Eat consistently throughout the day | Balance all macronutrients | Focus on whole foods | Don't skip meals,Emphasize strength training with light cardiovascular exercise for overall health.,3,2,,,,"Kzg30R7,zFzbBfL,C0eCeEt,QLL2gdc,NKJ8o6x,4Ml7QFO,bbLR7fB,weoDEpH","Naturally lean and thin, fast metabolism, difficulty gaining weight"
ectomorph,female,maintenance,sedentary,intermediate,gym,1600,100.0,180.0,53.3,25,45,30,"Egg, Whole, Fried With Cooking Spray | Rice, White, With Lentils, As To Fat | Turkey, Light Meat, Breaded, Baked Or Fried, Skin Eaten | Peppers, Banana, Raw","Chicken, Meatless, | Fish, Catfish, Steamed | Stewed, Seasoned, Ground Beef And Pork, Mexican Style | Rice, White, With Lentils, As To Fat | Turkey, Light Meat, Breaded, Baked Or Fried, Skin Eaten","Fish, Catfish, Steamed | Chicken, Meatless, | Stewed, Seasoned, Ground Beef And Pork, Mexican Style | Beef, For Use With Vegetables | Turkey, Light Meat, Breaded, Baked Or Fried, Skin Eaten","Breadfruit, Cooked | Peppers, Banana, Raw | Fish, Catfish, Steamed",Eat consistently throughout the day | Balance all macronutrients | Focus on whole foods | Don't skip meals,Emphasize strength training with light cardiovascular exercise for overall health.,4,2,"EIeI8Vf,vmwLyCg,A6wtbuL,fSrPP6B,5v7KYld,j7XMAyn,znQUdHY,Ser9eQp","UfePqpx,lBDjFxJ,NbVPDMW,dG5Smob,aaXr7ld,Hgs6Nl1,slDvUAU,NJzBsGJ","5VCj6iH,wQ2c4XD,my33uHU,ykUOVze,7zdxRTl,9E25EOx,G08RZcQ,Hgs6Nl1",,"Naturally lean and thin, fast metabolism, difficulty gaining weight"
ectomorph,female,maintenance,sedentary,intermediate,bodyweight,1600,100.0,180.0,53.3,25,45,30,"Egg, Whole, Fried With Cooking Spray | Rice, White, With Lentils, As To Fat | Turkey, Light Meat, Breaded, Baked Or Fried, Skin Eaten | Peppers, Banana, Raw","Chicken, Meatless, | Fish, Catfish, Steamed | Stewed, Seasoned, Ground Beef And Pork, Mexican Style | Rice, White, With Lentils, As To Fat | Turkey, Light Meat, Breaded, Baked Or Fried, Skin Eaten","Fish, Catfish, Steamed | Chicken, Meatless, | Stewed, Seasoned, Ground Beef And Pork, Mexican Style | Beef, For Use With Vegetables | Turkey, Light Meat, Breaded, Baked Or Fried, Skin Eaten","Breadfruit, Cooked | Peppers, Banana, Raw | Fish, Catfish, Steamed",Eat consistently throughout the day | Balance all macronutrients | Focus on whole foods | Don't skip meals,Emphasize strength training with light cardiovascular exercise for overall health.,4,2,,,,"BaE7O6U,jvp6DiD,pQ0Mx1Z,ZgsNQ6d,K9VL0Jq,dTg95eZ,OyoZ3Pu,qcNN2FN","Naturally lean and thin, fast metabolism, difficulty gaining weight"
ectomorph,female,maintenance,sedentary,advanced,gym,1600,100.0,180.0,53.3,25,45,30,"Egg, Whole, Fried With Cooking Spray | Rice, White, With Lentils, As To Fat | Turkey, Light Meat, Breaded, Baked Or Fried, Skin Eaten | Peppers, Banana, Raw","Chicken, Meatless, | Fish, Catfish, Steamed | Stewed, Seasoned, Ground Beef And Pork, Mexican Style | Rice, White, With Lentils, As To Fat | Turkey, Light Meat, Breaded, Baked Or Fried, Skin Eaten","Fish, Catfish, Steamed | Chicken, Meatless, | Stewed, Seasoned, Ground Beef And Pork, Mexican Style | Beef, For Use With Vegetables | Turkey, Light Meat, Breaded, Baked Or Fried, Skin Eaten","Breadfruit, Cooked | Peppers, Banana, Raw | Fish, Catfish, Steamed",Eat consistently throughout the day | Balance all macronutrients | Focus on whole foods | Don't skip meals,Emphasize strength training with light cardiovascular exercise for overall health.,5,2,"EIeI8Vf,vmwLyCg,bZq4bwK,T0yTjgW,yz9nUhF,dRTfGZT,WcHl7ru,znQUdHY","UfePqpx,HMzLjXx,25GPyDY,aaXr7ld,25GPyDY,b6hQYMb,dG5Smob,trmte8s","TUZLh71,zG0zs85,wQ2c4XD,9E25EOx,7zdxRTl,G08RZcQ,2ORFMoR,IZVHb27",,"Naturally lean and thin, fast metabolism, difficulty gaining weight"
ectomorph,female,maintenance,sedentary,advanced,bodyweight,1600,100.0,180.0,53.3,25,45,30,"Egg, Whole, Fried With Cooking Spray | Rice, White, With Lentils, As To Fat | Turkey, Light Meat, Breaded, Baked Or Fried, Skin Eaten | Peppers, Banana, Raw","Chicken, Meatless, | Fish, Catfish, Steamed | Stewed, Seasoned, Ground Beef And Pork, Mexican Style | Rice, White, With Lentils, As To Fat | Turkey, Light Meat, Breaded, Baked Or Fried, Skin Eaten","Fish, Catfish, Steamed | Chicken, Meatless, | Stewed, Seasoned, Ground Beef And Pork, Mexican Style | Beef, For Use With Vegetables | Turkey, Light Meat, Breaded, Baked Or Fried, Skin Eaten","Breadfruit, Cooked | Peppers, Banana, Raw | Fish, Catfish, Steamed",Eat consistently throughout the day | Balance all macronutrients | Focus on whole foods | Don't skip meals,Emphasize strength training with light cardiovascular exercise for overall health.,5,2,,,,"PKlXuJW,g2oKspu,enxnJcM,s8nrDXF,WU9BLIs,UVL20oz,eVxAzgz,YRaCa5Y","Naturally lean and thin, fast metabolism, difficulty gaining weight"
ectomorph,female,maintenance,lightly_active,beginner,gym,1800,112.5,202.5,60.0,25,45,30,"Egg, Whole, Fried With Cooking Spray | Rice, White, With Lentils, As To Fat | Turkey, Light Meat, Breaded, Baked Or Fried, Skin Eaten | Peppers, Banana, Raw","Chicken, Meatless, | Fish, Catfish, Steamed | Stewed, Seasoned, Ground Beef And Pork, Mexican Style | Rice, White, With Lentils, As To Fat | Turkey, Light Meat, Breaded, Baked Or Fried, Skin Eaten","Fish, Catfish, Steamed | Chicken, Meatless, | Stewed, Seasoned, Ground Beef And Pork, Mexican Style | Beef, For Use With Vegetables | Turkey, Light Meat, Breaded, Baked Or Fried, Skin Eaten","Breadfruit, Cooked | Peppers, Banana, Raw | Fish, Catfish, Steamed",Eat consistently throughout the day | Balance all macronutrients | Focus on whole foods | Don't skip meals,Emphasize strength training with light cardiovascular exercise for overall health.,3,2,"EIeI8Vf,vmwLyCg,SpYC0Kp,I4hDWkc,67n3r98,DsgkuIt,fSrPP6B,X6C6i5Y","UfePqpx,aaXr7ld,RVwzP10,Hgs6Nl1,q6y3OhV,slDvUAU","5VCj6iH,7zdxRTl,wQ2c4XD,G08RZcQ,ykUOVze",,"Naturally lean and thin, fast metabolism, difficulty gaining weight"
ectomorph,female,maintenance,lightly_active,beginner,bodyweight,1800,112.5,202.5,60.0,25,45,30,"Egg, Whole, Fried With Cooking Spray | Rice, White, With Lentils, As To Fat | Turkey, Light Meat, Breaded, Baked Or Fried, Skin Eaten | Peppers, Banana, Raw","Chicken, Meatless, | Fish, Catfish, Steamed | Stewed, Seasoned, Ground Beef And Pork, Mexican Style | Rice, White, With Lentils, As To Fat | Turkey, Light Meat, Breaded, Baked Or Fried, Skin Eaten","Fish, Catfish, Steamed | Chicken, Meatless, | Stewed, Seasoned, Ground Beef And Pork, Mexican Style | Beef, For Use With Vegetables | Turkey, Light Meat, Breaded, Baked Or Fried, Skin Eaten","Breadfruit, Cooked | Peppers, Banana, Raw | Fish, Catfish, Steamed",Eat consistently throughout the day | Balance all macronutrients | Focus on whole foods | Don't skip meals,Emphasize strength training with light cardiovascular exercise for overall health.,3,2,,,,"cJgSTmh,lFBTISi,jvp6DiD,fZFZ704,H6ETwO9,PkCN2lv,zhF9lW4,KhHJ338","Naturally lean and thin, fast metabolism, difficulty gaining weight"
ectomorph,female,maintenance,lightly_active,intermediate,gym,1800,112.5,202.5,60.0,25,45,30,"Egg, Whole, Fried With Cooking Spray | Rice, White, With Lentils, As To Fat | Turkey, Light Meat, Breaded, Baked Or Fried, Skin Eaten | Peppers, Banana, Raw","Chicken, Meatless, | Fish, Catfish, Steamed | Stewed, Seasoned, Ground Beef And Pork, Mexican Style | Rice, White, With Lentils, As To Fat | Turkey, Light Meat, Breaded, Baked Or Fried, Skin Eaten","Fish, Catfish, Steamed | Chicken, Meatless, | Stewed, Seasoned, Ground Beef And Pork, Mexican Style | Beef, For Use With Vegetables | Turkey, Light Meat, Breaded, Baked Or Fried, Skin Eaten","Breadfruit, Cooked | Peppers, Banana, Raw | Fish, Catfish, Steamed",Eat consistently throughout the day | Balance all macronutrients | Focus on whole foods | Don't skip meals,Emphasize strength training with light cardiovascular exercise for overall health.,4,2,"EIeI8Vf,vmwLyCg,A6wtbuL,fSrPP6B,5v7KYld,j7XMAyn,znQUdHY,Ser9eQp","UfePqpx,lBDjFxJ,NbVPDMW,dG5Smob,aaXr7ld,Hgs6Nl1,slDvUAU,NJzBsGJ","5VCj6iH,wQ2c4XD,my33uHU,ykUOVze,7zdxRTl,9E25EOx,G08RZcQ,Hgs6Nl1",,"Naturally lean and thin, fast metabolism, difficulty gaining weight"
ectomorph,female,maintenance,lightly_active,intermediate,bodyweight,1800,112.5,202.5,60.0,25,45,30,"Egg, Whole, Fried With Cooking Spray | Rice, White, With Lentils, As To Fat | Turkey, Light Meat, Breaded, Baked Or Fried, Skin Eaten | Peppers, Banana, Raw","Chicken, Meatless, | Fish, Catfish, Steamed | Stewed, Seasoned, Ground Beef And Pork, Mexican Style | Rice, White, With Lentils, As To Fat | Turkey, Light Meat, Breaded, Baked Or Fried, Skin Eaten","Fish, Catfish, Steamed | Chicken, Meatless, | Stewed, Seasoned, Ground Beef And Pork, Mexican Style | Beef, For Use With Vegetables | Turkey, Light Meat, Breaded, Baked Or Fried, Skin Eaten","Breadfruit, Cooked | Peppers, Banana, Raw | Fish, Catfish, Steamed",Eat consistently throughout the day | Balance all macronutrients | Focus on whole foods | Don't skip meals,Emphasize strength training with light cardiovascular exercise for overall health.,4,2,,,,"Hy9D21L,Sa8mzWc,HZgQPxh,ZNgOYQU,xmM75XG,3pqGMQj,BaE7O6U,L68dTQj","Naturally lean and thin, fast metabolism, difficulty gaining weight"
