exercise_id,name,complexity_level,primary_equipment,target_muscles,secondary_muscles,body_parts,total_muscle_groups,gif_url,instructions,cardiovascular_endurance_score,muscular_strength_score,muscular_hypertrophy_score,power_development_score,functional_movement_score,calorie_expenditure_score,flexibility_mobility_score,balance_coordination_score,metabolic_conditioning_score,progressive_overload_score,primary_training_category,maintain_weight_compatibility,lose_weight_compatibility,gain_weight_compatibility,build_muscle_compatibility,improve_fitness_compatibility,sedentary_suitability,lightly_active_suitability,moderately_active_suitability,very_active_suitability,extremely_active_suitability,overall_quality_score
Aj9vWh7,Isolation Assisted Seated Pectoralis Major Stretch With Stability Ball,2,assisted,pectorals,"shoulders, triceps",chest,3,https://static.exercisedb.dev/media/Aj9vWh7.gif,"Step:1 Sit on a stability ball with your feet flat on the ground and your back straight. | Step:2 Hold a stability ball with both hands and extend your arms straight out in front of you. | Step:3 Slowly lower the stability ball towards your chest, feeling a stretch in your pectoral muscles. | Step:4 Hold the stretch for a few seconds, then slowly return to the starting position. Emphasize isolation control. | Step:5 Repeat for the desired number of repetitions.",0.0,0.0,0.0,0.0,7.0,0.0,9.0,8.5,0.0,0.0,Flexibility & Mobility,4.3,1.1,1.1,1.1,3.4,7.0,8.0,6.0,5.0,3.0,2.3
GSDioYu,Upper Back Stretch,3,body weight,upper back,shoulders,back,2,https://static.exercisedb.dev/media/GSDioYu.gif,"Step:1 Stand up straight with your feet shoulder-width apart. | Step:2 Extend your arms straight in front of you, parallel to the ground. | Step:3 Interlace your fingers and rotate your palms away from your body. | Step:4 Slowly raise your arms overhead, keeping them straight and parallel to each other. | Step:5 As you raise your arms, squeeze your shoulder blades together. | Step:6 Hold the stretch for 15-30 seconds, then release and repeat.",2.0,0.0,0.0,0.0,5.0,2.5,9.0,6.5,0.0,0.0,Flexibility & Mobility,4.0,1.8,0.8,0.8,3.2,7.5,7.0,7.0,6.0,5.0,2.3
iDGtjyi,Chest And Front Of Shoulder Stretch Micro,3,body weight,pectorals,deltoids,chest,2,https://static.exercisedb.dev/media/iDGtjyi.gif,"Step:1 Stand tall with your feet shoulder-width apart. | Step:2 Extend your arms straight out in front of you at shoulder height. | Step:3 Cross your arms in front of your body, with your right arm on top of your left arm. | Step:4 Interlace your fingers and press your palms together. | Step:5 Gently squeeze your shoulder blades together and push your hands forward, feeling a stretch in your chest and front of your shoulders. | Step:6 (micro variation) Hold the stretch for 20-30 seconds, then release. | Step:7 Repeat for the desired number of repetitions.",2.0,0.0,0.0,0.0,5.0,2.5,9.0,6.5,0.0,0.0,Flexibility & Mobility,4.0,1.8,0.8,0.8,3.2,7.5,7.0,7.0,6.0,5.0,2.3
RoV1Rfa,Assisted Seated Pectoralis Major Stretch With Stability Ball,2,assisted,pectorals,"shoulders, triceps",chest,3,https://static.exercisedb.dev/media/RoV1Rfa.gif,"Step:1 Sit on a stability ball with your feet flat on the ground and your back straight. | Step:2 Hold a stability ball with both hands and extend your arms straight out in front of you. | Step:3 Slowly lower the stability ball towards your chest, feeling a stretch in your pectoral muscles. | Step:4 Hold the stretch for a few seconds, then slowly return to the starting position. | Step:5 Repeat for the desired number of repetitions.",0.0,0.0,0.0,0.0,7.0,0.0,9.0,8.5,0.0,0.0,Flexibility & Mobility,4.3,1.1,1.1,1.1,3.4,7.0,8.0,6.0,5.0,3.0,2.3
sU5BrfP,Leg Up Hamstring Stretch,2,body weight,hamstrings,glutes,upper legs,2,https://static.exercisedb.dev/media/sU5BrfP.gif,"Step:1 Lie flat on your back with your legs extended. | Step:2 Bend one knee and bring it towards your chest, holding onto your thigh or shin. | Step:3 Straighten your leg as much as possible while keeping it elevated. | Step:4 Hold the stretch for 20-30 seconds. | Step:5 Repeat with the other leg.",2.0,0.0,0.0,0.0,5.0,2.5,9.0,6.5,0.0,0.0,Flexibility & Mobility,4.0,1.8,0.8,0.8,3.2,8.5,8.0,6.0,5.0,3.0,2.3
sM84pE4,Exercise Ball Lat Stretch,2,stability ball,lats,"shoulders, triceps",back,3,https://static.exercisedb.dev/media/sM84pE4.gif,"Step:1 Sit on a stability ball with your feet flat on the ground and your back straight. | Step:2 Hold a dumbbell in one hand and extend your arm straight up overhead. | Step:3 Slowly lean to the opposite side, feeling a stretch in your lat muscle. | Step:4 Hold the stretch for 20-30 seconds, then return to the starting position. | Step:5 Repeat on the other side.",0.0,0.0,0.0,0.0,7.0,0.0,9.0,8.5,0.0,0.0,Flexibility & Mobility,4.3,1.1,1.1,1.1,3.4,7.0,8.0,6.0,5.0,3.0,2.3
Z5YStHW,Overhead Triceps Stretch,2,body weight,triceps,shoulders,upper arms,2,https://static.exercisedb.dev/media/Z5YStHW.gif,"Step:1 Stand or sit upright with your feet shoulder-width apart. | Step:2 Extend one arm overhead, bending at the elbow so that your hand reaches towards the opposite shoulder blade. | Step:3 With your other hand, gently pull the elbow of the extended arm towards the opposite side of your head, feeling a stretch in your triceps. | Step:4 Hold the stretch for 15-30 seconds, then release. | Step:5 Repeat on the other side.",2.0,0.0,0.0,0.0,5.0,2.5,9.0,6.5,0.0,0.0,Flexibility & Mobility,4.0,1.8,0.8,0.8,3.2,8.5,8.0,6.0,5.0,3.0,2.3
QY39eBr,Seated Piriformis Stretch,2,body weight,glutes,hamstrings,upper legs,2,https://static.exercisedb.dev/media/QY39eBr.gif,"Step:1 Sit on the ground with your legs extended in front of you. | Step:2 Bend your right knee and place your right foot on the outside of your left knee. | Step:3 Place your left elbow on the outside of your right knee and gently twist your torso to the right. | Step:4 Hold the stretch for 20-30 seconds, then switch sides and repeat.",2.0,0.0,0.0,0.0,5.0,2.5,9.0,6.5,0.0,0.0,Flexibility & Mobility,4.0,1.8,0.8,0.8,3.2,8.5,8.0,6.0,5.0,3.0,2.3
ykA5tU7,Chest Stretch With Exercise Ball,2,stability ball,pectorals,"shoulders, triceps",chest,3,https://static.exercisedb.dev/media/ykA5tU7.gif,"Step:1 Sit on the stability ball with your feet flat on the ground and your back straight. | Step:2 Hold the exercise ball with both hands and extend your arms straight out in front of you. | Step:3 Slowly bring the exercise ball towards your chest, feeling a stretch in your chest muscles. | Step:4 Hold the stretch for a few seconds, then slowly return to the starting position. | Step:5 Repeat for the desired number of repetitions.",0.0,0.0,0.0,0.0,7.0,0.0,9.0,8.5,0.0,0.0,Flexibility & Mobility,4.3,1.1,1.1,1.1,3.4,7.0,8.0,6.0,5.0,3.0,2.3
yU7w7CA,Exercise Ball Lower Back Stretch (Pyramid),3,stability ball,lats,"glutes, hamstrings",back,3,https://static.exercisedb.dev/media/yU7w7CA.gif,"Step:1 Sit on the stability ball with your feet flat on the ground and your knees bent at a 90-degree angle. | Step:2 Slowly walk your feet forward, rolling the ball down your back until your lower back is resting on the ball. | Step:3 Place your hands behind your head or cross them over your chest. | Step:4 Engage your core and slowly lower your upper body towards the ground, allowing your lower back to stretch over the ball. | Step:5 Hold the stretch for a few seconds, then slowly return to the starting position. | Step:6 Repeat for the desired number of repetitions.",0.0,0.0,0.0,0.0,7.0,0.0,9.0,8.5,0.0,0.0,Flexibility & Mobility,4.3,1.1,1.1,1.1,3.4,6.0,7.0,7.0,6.0,5.0,2.3
99rWm7w,Hamstring Stretch,2,body weight,hamstrings,glutes,upper legs,2,https://static.exercisedb.dev/media/99rWm7w.gif,"Step:1 Stand with your feet shoulder-width apart. | Step:2 Step forward with your right foot and shift your weight onto your right leg. | Step:3 Keeping your back straight, slowly bend forward at the hips, reaching towards your right foot with both hands. | Step:4 Hold the stretch for 20-30 seconds, then return to the starting position. | Step:5 Repeat on the other side.",2.0,0.0,0.0,0.0,5.0,2.5,9.0,6.5,0.0,0.0,Flexibility & Mobility,4.0,1.8,0.8,0.8,3.2,8.5,8.0,6.0,5.0,3.0,2.3
CjETvlw,Roller Seated Single Leg Shoulder Flexor Depresor Retractor,3,roller,pectorals,"deltoids, triceps",chest,3,https://static.exercisedb.dev/media/CjETvlw.gif,"Step:1 Sit on a flat surface with your legs extended in front of you. | Step:2 Hold the roller with both hands, palms facing down, and place it on your thighs. | Step:3 Lean back slightly and engage your core muscles. | Step:4 Raise the roller up to shoulder level, keeping your arms straight. | Step:5 Slowly lower the roller back down to your thighs. | Step:6 Repeat for the desired number of repetitions.",0.0,0.0,0.0,0.0,7.0,0.0,9.0,8.5,0.0,0.0,Flexibility & Mobility,4.3,1.1,1.1,1.1,3.4,6.0,7.0,7.0,6.0,5.0,2.3
17bqEXD,Seated Calf Stretch (Male),2,body weight,calves,hamstrings,lower legs,2,https://static.exercisedb.dev/media/17bqEXD.gif,"Step:1 Sit on the edge of a chair or bench with your feet flat on the ground. | Step:2 Extend one leg straight out in front of you, keeping your heel on the ground. | Step:3 Lean forward slightly, feeling a stretch in your calf muscle. | Step:4 Hold the stretch for 20-30 seconds. | Step:5 Switch legs and repeat the stretch.",2.0,0.0,0.0,0.0,5.0,2.5,9.0,6.5,0.0,0.0,Flexibility & Mobility,4.0,1.8,0.8,0.8,3.2,8.5,8.0,6.0,5.0,3.0,2.3
BWnJR72,Lying (Side) Quads Stretch,2,body weight,quads,hamstrings,upper legs,2,https://static.exercisedb.dev/media/BWnJR72.gif,Step:1 Lie on your side with your legs straight. | Step:2 Bend your top leg and grab your ankle or foot with your hand. | Step:3 Gently pull your ankle or foot towards your glutes until you feel a stretch in your quads. | Step:4 Hold the stretch for 20-30 seconds. | Step:5 Release the stretch and repeat on the other side.,2.0,0.0,0.0,0.0,5.0,2.5,9.0,6.5,0.0,0.0,Flexibility & Mobility,4.0,1.8,0.8,0.8,3.2,8.5,8.0,6.0,5.0,3.0,2.3
uOV3Itw,Triceps Stretch,2,body weight,triceps,shoulders,upper arms,2,https://static.exercisedb.dev/media/uOV3Itw.gif,"Step:1 Stand or sit upright with your back straight. | Step:2 Extend one arm overhead, bending it at the elbow. | Step:3 Place your opposite hand on the bent elbow and gently pull it towards your head. | Step:4 Hold the stretch for 15-30 seconds, feeling a gentle stretch in your triceps. | Step:5 Release the stretch and repeat on the other arm.",2.0,0.0,0.0,0.0,5.0,2.5,9.0,6.5,0.0,0.0,Flexibility & Mobility,4.0,1.8,0.8,0.8,3.2,8.5,8.0,6.0,5.0,3.0,2.3
c3Pfhti,Roller Side Lat Stretch,2,roller,lats,"shoulders, triceps",back,3,https://static.exercisedb.dev/media/c3Pfhti.gif,"Step:1 Stand with your feet shoulder-width apart and hold the roller with both hands in front of your body. | Step:2 Bend your knees slightly and hinge forward at the hips, keeping your back straight. | Step:3 Extend your arms forward and roll the roller down towards your feet, feeling a stretch in your lats. | Step:4 Hold the stretch for a few seconds, then slowly roll the roller back up to the starting position. | Step:5 Repeat for the desired number of repetitions.",0.0,0.0,0.0,0.0,5.0,0.0,9.0,6.5,0.0,0.0,Flexibility & Mobility,3.5,0.8,0.8,0.8,2.7,7.0,8.0,6.0,5.0,3.0,1.9
XeMvLgE,Roller Body Saw,2,roller,abs,"shoulders, triceps, core",waist,4,https://static.exercisedb.dev/media/XeMvLgE.gif,"Step:1 Start in a plank position with your forearms on the roller and your body in a straight line. | Step:2 Engage your core and slowly roll the roller forward, extending your body as far as you can while maintaining control. | Step:3 Pause for a moment at the furthest point, then slowly roll the roller back towards your starting position. | Step:4 Repeat for the desired number of repetitions.",0.0,0.0,0.0,0.0,5.0,0.0,9.0,6.5,0.0,0.0,Flexibility & Mobility,3.5,0.8,0.8,0.8,2.7,7.0,8.0,6.0,5.0,3.0,1.9
8coXSYU,Roller Seated Shoulder Flexor Depresor Retractor,2,roller,pectorals,"deltoids, triceps",chest,3,https://static.exercisedb.dev/media/8coXSYU.gif,"Step:1 Sit on a flat surface with your legs extended in front of you. | Step:2 Hold the roller with both hands, palms facing down, and place it on your thighs. | Step:3 Lean forward slightly and roll the roller away from your body, extending your arms straight in front of you. | Step:4 Pause for a moment, then slowly roll the roller back towards your body, bending your arms and bringing the roller back to your thighs. | Step:5 Repeat for the desired number of repetitions.",0.0,0.0,0.0,0.0,5.0,0.0,9.0,6.5,0.0,0.0,Flexibility & Mobility,3.5,0.8,0.8,0.8,2.7,7.0,8.0,6.0,5.0,3.0,1.9
hC6oYY5,Assisted Side Lying Adductor Stretch,3,assisted,adductors,"hamstrings, glutes",upper legs,3,https://static.exercisedb.dev/media/hC6oYY5.gif,"Step:1 Lie on your side with your legs straight and stacked on top of each other. | Step:2 Bend your bottom leg slightly for stability. | Step:3 Place your top foot on a stable surface, such as a bench or step. | Step:4 Keeping your top leg straight, slowly lower it towards the ground, feeling a stretch in your inner thigh. | Step:5 Hold the stretch for 20-30 seconds. | Step:6 Return to the starting position and repeat on the other side.",0.0,0.0,0.0,0.0,5.0,0.0,9.0,6.5,0.0,0.0,Flexibility & Mobility,3.5,0.8,0.8,0.8,2.7,6.0,7.0,7.0,6.0,5.0,1.9
xTjr103,Standing Hamstring And Calf Stretch With Strap,3,rope,hamstrings,calves,upper legs,2,https://static.exercisedb.dev/media/xTjr103.gif,"Step:1 Stand upright with your feet shoulder-width apart. | Step:2 Hold the strap with both hands and place it around the ball of your foot. | Step:3 Keep your leg straight and slowly lean forward from your hips, keeping your back straight. | Step:4 Feel the stretch in your hamstring and calf muscles. | Step:5 Hold the stretch for 20-30 seconds. | Step:6 Release the stretch and repeat with the other leg. | Step:7 Repeat for the desired number of repetitions.",0.0,0.0,0.0,0.0,5.0,0.0,9.0,6.5,0.0,0.0,Flexibility & Mobility,3.5,0.8,0.8,0.8,2.7,6.0,7.0,7.0,6.0,5.0,1.9
yn0LjwL,Assisted Lying Glutes Stretch,2,assisted,glutes,hamstrings,upper legs,2,https://static.exercisedb.dev/media/yn0LjwL.gif,"Step:1 Lie on your back with your legs extended. | Step:2 Bend your right knee and place your right ankle on your left thigh, just above the knee. | Step:3 Grasp your left thigh with both hands and gently pull it towards your chest. | Step:4 Hold the stretch for 20-30 seconds. | Step:5 Release and repeat on the other side.",0.0,0.0,0.0,0.0,5.0,0.0,9.0,6.5,0.0,0.0,Flexibility & Mobility,3.5,0.8,0.8,0.8,2.7,7.0,8.0,6.0,5.0,3.0,1.9
2Ryn564,Assisted Prone Rectus Femoris Stretch,2,assisted,abs,quadriceps,waist,2,https://static.exercisedb.dev/media/2Ryn564.gif,"Step:1 Lie face down on the ground with your legs straight. | Step:2 Bend your right knee and reach back with your right hand to grab your right foot or ankle. | Step:3 Gently pull your right foot or ankle towards your glutes, feeling a stretch in the front of your right thigh. | Step:4 Hold the stretch for 20-30 seconds. | Step:5 Release and repeat on the other side.",0.0,0.0,0.0,0.0,5.0,0.0,9.0,6.5,0.0,0.0,Flexibility & Mobility,3.5,0.8,0.8,0.8,2.7,7.0,8.0,6.0,5.0,3.0,1.9
MqNdIbe,Controlled Wrist Rollerer,3,weighted,forearms,"biceps, triceps",lower arms,3,https://static.exercisedb.dev/media/MqNdIbe.gif,"Step:1 Attach a weight to one end of a rope or bar. | Step:2 Hold the other end of the rope or bar with both hands, palms facing down. | Step:3 Stand with your feet shoulder-width apart and your arms fully extended in front of you. | Step:4 Slowly roll the weight up towards your hands by flexing your wrists. | Step:5 Pause for a moment at the top, then slowly lower the weight back down to the starting position. Perform with controlled intensity. | Step:6 Repeat for the desired number of repetitions.",0.0,0.0,0.0,0.0,5.0,0.0,9.0,6.5,0.0,0.0,Flexibility & Mobility,3.5,0.8,0.8,0.8,2.7,6.0,7.0,7.0,6.0,5.0,1.9
KtRomty,Standing Wheel Rollerout,2,wheel roller,abs,"lower back, shoulders",waist,3,https://static.exercisedb.dev/media/KtRomty.gif,"Step:1 Start by standing tall with your feet shoulder-width apart and the wheel roller in front of you. | Step:2 Bend at your waist and slowly roll the wheel forward, keeping your back straight and your core engaged. | Step:3 Continue rolling forward until you feel a stretch in your abs and your body is extended as far as possible. | Step:4 Pause for a moment, then slowly roll the wheel back towards your body, returning to the starting position. | Step:5 Repeat for the desired number of repetitions.",0.0,0.0,0.0,0.0,5.0,0.0,9.0,6.5,0.0,0.0,Flexibility & Mobility,3.5,0.8,0.8,0.8,2.7,7.0,8.0,6.0,5.0,3.0,1.9
0L2KwtI,Roller Hip Lat Stretch,2,roller,glutes,"hamstrings, quadriceps",upper legs,3,https://static.exercisedb.dev/media/0L2KwtI.gif,"Step:1 Start by kneeling on the ground with the roller positioned under your hips. | Step:2 Place your hands on the roller for support. | Step:3 Slowly roll the roller forward, extending your hips and stretching your glutes. | Step:4 Hold the stretch for a few seconds, then roll back to the starting position. | Step:5 Repeat for the desired number of repetitions.",0.0,0.0,0.0,0.0,5.0,0.0,9.0,6.5,0.0,0.0,Flexibility & Mobility,3.5,0.8,0.8,0.8,2.7,7.0,8.0,6.0,5.0,3.0,1.9
tFGKm99,Intermediate Hip Flexor And Quad Stretch,3,rope,quads,"hamstrings, glutes",upper legs,3,https://static.exercisedb.dev/media/tFGKm99.gif,"Step:1 Stand upright with your feet shoulder-width apart. | Step:2 Hold onto a stable object for support. | Step:3 Bend your right knee and bring your right foot towards your glutes, grabbing the rope with your right hand. | Step:4 Slowly pull your right foot towards your glutes, feeling a stretch in your right quad. | Step:5 Hold the stretch for 20-30 seconds. | Step:6 Release the stretch and repeat on the left side.",0.0,0.0,0.0,0.0,5.0,0.0,9.0,6.5,0.0,0.0,Flexibility & Mobility,3.5,0.8,0.8,0.8,2.7,6.0,7.0,7.0,6.0,5.0,1.9
RQNVT10,Assisted Lying Gluteus And Piriformis Stretch,2,assisted,glutes,hamstrings,upper legs,2,https://static.exercisedb.dev/media/RQNVT10.gif,"Step:1 Lie on your back with your legs extended. | Step:2 Bend your right knee and place your right ankle on your left thigh, just above the knee. | Step:3 Grasp your left thigh with both hands and gently pull it towards your chest. | Step:4 Hold the stretch for 20-30 seconds. | Step:5 Release the stretch and repeat on the other side.",0.0,0.0,0.0,0.0,5.0,0.0,9.0,6.5,0.0,0.0,Flexibility & Mobility,3.5,0.8,0.8,0.8,2.7,7.0,8.0,6.0,5.0,3.0,1.9
XhfS1DZ,Peroneals Stretch,3,rope,calves,"ankles, feet",lower legs,3,https://static.exercisedb.dev/media/XhfS1DZ.gif,"Step:1 Sit on the ground with your legs extended in front of you. | Step:2 Loop the rope around the ball of your foot and hold the ends of the rope with your hands. | Step:3 Gently pull the rope towards you, flexing your foot and stretching your calf muscles. | Step:4 Hold the stretch for 15-30 seconds. | Step:5 Release the tension on the rope and repeat the stretch on the other leg. | Step:6 Repeat for the desired number of repetitions.",0.0,0.0,0.0,0.0,5.0,0.0,9.0,6.5,0.0,0.0,Flexibility & Mobility,3.5,0.8,0.8,0.8,2.7,6.0,7.0,7.0,6.0,5.0,1.9
isofgzg,Roller Back Stretch,3,roller,spine,"hamstrings, glutes",back,3,https://static.exercisedb.dev/media/isofgzg.gif,"Step:1 Start by sitting on the ground with your legs extended in front of you. | Step:2 Place the roller perpendicular to your body, just below your glutes. | Step:3 Slowly roll your body backwards, allowing the roller to move up your back. | Step:4 Continue rolling until the roller reaches your upper back. | Step:5 Pause for a moment, then slowly roll back to the starting position. | Step:6 Repeat for the desired number of repetitions.",0.0,0.0,0.0,0.0,5.0,0.0,9.0,6.5,0.0,0.0,Flexibility & Mobility,3.5,0.8,0.8,0.8,2.7,6.0,7.0,7.0,6.0,5.0,1.9
oMypNrz,Roller Hip Stretch,3,roller,glutes,"hamstrings, quadriceps",upper legs,3,https://static.exercisedb.dev/media/oMypNrz.gif,"Step:1 Start by sitting on the ground with your legs extended in front of you. | Step:2 Place the roller under your glutes, just above your knees. | Step:3 Lean back and place your hands on the ground behind you for support. | Step:4 Engage your glutes and slowly roll the roller forward, bending your knees and bringing them towards your chest. | Step:5 Pause for a moment at the end of the movement, feeling a stretch in your glutes. | Step:6 Slowly roll the roller back to the starting position, extending your legs. | Step:7 Repeat for the desired number of repetitions.",0.0,0.0,0.0,0.0,5.0,0.0,9.0,6.5,0.0,0.0,Flexibility & Mobility,3.5,0.8,0.8,0.8,2.7,6.0,7.0,7.0,6.0,5.0,1.9
GxDwDX0,Assisted Lying Calves Stretch,2,assisted,calves,hamstrings,lower legs,2,https://static.exercisedb.dev/media/GxDwDX0.gif,"Step:1 Lie on your back with your legs extended. | Step:2 Bend one knee and place your foot flat on the ground. | Step:3 Using your hands or a towel, gently pull your toes towards your body, feeling a stretch in your calf. | Step:4 Hold the stretch for 20-30 seconds. | Step:5 Release the stretch and repeat on the other leg.",0.0,0.0,0.0,0.0,5.0,0.0,9.0,6.5,0.0,0.0,Flexibility & Mobility,3.5,0.8,0.8,0.8,2.7,7.0,8.0,6.0,5.0,3.0,1.9
QoHIhPl,Behind Head Chest Stretch,2,assisted,pectorals,"shoulders, triceps",chest,3,https://static.exercisedb.dev/media/QoHIhPl.gif,Step:1 Stand tall with your feet shoulder-width apart. | Step:2 Interlace your fingers behind your head with your elbows pointing outwards. | Step:3 Slowly squeeze your shoulder blades together and push your chest forward. | Step:4 Hold the stretch for 15-30 seconds. | Step:5 Release the stretch and repeat as desired.,0.0,0.0,0.0,0.0,5.0,0.0,9.0,6.5,0.0,0.0,Flexibility & Mobility,3.5,0.8,0.8,0.8,2.7,7.0,8.0,6.0,5.0,3.0,1.9
1LVFcEn,Calf Stretch With Rope,3,rope,calves,hamstrings,lower legs,2,https://static.exercisedb.dev/media/1LVFcEn.gif,"Step:1 Stand facing a wall or sturdy object with your feet hip-width apart. | Step:2 Hold the ends of the rope in each hand and place the middle of the rope around the ball of your right foot. | Step:3 Step back with your left foot, keeping your heel on the ground and your leg straight. | Step:4 Lean forward, keeping your back straight, and gently pull on the rope to stretch your calf. | Step:5 Hold the stretch for 20-30 seconds, then release. | Step:6 Repeat on the other leg.",0.0,0.0,0.0,0.0,5.0,0.0,9.0,6.5,0.0,0.0,Flexibility & Mobility,3.5,0.8,0.8,0.8,2.7,6.0,7.0,7.0,6.0,5.0,1.9
DEEqoI2,Posterior Tibialis Stretch,3,rope,calves,"hamstrings, quadriceps",lower legs,3,https://static.exercisedb.dev/media/DEEqoI2.gif,"Step:1 Sit on the ground with your legs extended in front of you. | Step:2 Loop the rope around the ball of your foot and hold the ends of the rope with your hands. | Step:3 Gently pull the rope towards you, flexing your foot and stretching your calf muscles. | Step:4 Hold the stretch for 20-30 seconds. | Step:5 Release the tension on the rope and relax your foot. | Step:6 Repeat the stretch on the other leg.",0.0,0.0,0.0,0.0,5.0,0.0,9.0,6.5,0.0,0.0,Flexibility & Mobility,3.5,0.8,0.8,0.8,2.7,6.0,7.0,7.0,6.0,5.0,1.9
13VW2VO,Weighted Stretch Lunge,3,weighted,glutes,"quadriceps, hamstrings, calves",upper legs,4,https://static.exercisedb.dev/media/13VW2VO.gif,"Step:1 Stand with your feet shoulder-width apart. | Step:2 Take a step forward with your right foot, keeping your back straight. | Step:3 Lower your body by bending your knees until your right thigh is parallel to the ground. | Step:4 Push through your right heel to return to the starting position. | Step:5 Repeat with your left leg. | Step:6 Continue alternating legs for the desired number of repetitions.",0.0,0.0,0.0,0.0,5.0,0.0,9.0,6.5,0.0,0.0,Flexibility & Mobility,3.5,0.8,0.8,0.8,2.7,6.0,7.0,7.0,6.0,5.0,1.9
bd5b860,Wrist Rollerer,3,weighted,forearms,"biceps, triceps",lower arms,3,https://static.exercisedb.dev/media/bd5b860.gif,"Step:1 Attach a weight to one end of a rope or bar. | Step:2 Hold the other end of the rope or bar with both hands, palms facing down. | Step:3 Stand with your feet shoulder-width apart and your arms fully extended in front of you. | Step:4 Slowly roll the weight up towards your hands by flexing your wrists. | Step:5 Pause for a moment at the top, then slowly lower the weight back down to the starting position. | Step:6 Repeat for the desired number of repetitions.",0.0,0.0,0.0,0.0,5.0,0.0,9.0,6.5,0.0,0.0,Flexibility & Mobility,3.5,0.8,0.8,0.8,2.7,6.0,7.0,7.0,6.0,5.0,1.9
zhF9lW4,Band Assisted Wheel Rollerout,2,band,abs,lower back,waist,2,https://static.exercisedb.dev/media/zhF9lW4.gif,"Step:1 Kneel on the floor and hold the handles of the band with both hands, palms facing down. | Step:2 Place the band on the ground in front of you and position your hands shoulder-width apart. | Step:3 Engage your core and slowly roll the wheel forward, extending your body as far as you can while maintaining control. | Step:4 Pause for a moment at the furthest point, then slowly roll the wheel back towards your knees to return to the starting position. | Step:5 Repeat for the desired number of repetitions.",0.0,0.0,0.0,0.0,5.0,0.0,9.0,6.5,0.0,0.0,Flexibility & Mobility,3.5,0.8,0.8,0.8,2.7,8.5,8.0,6.0,5.0,3.0,1.9
NAgVB3t,Wheel Rollerout,3,wheel roller,abs,lower back,waist,2,https://static.exercisedb.dev/media/NAgVB3t.gif,"Step:1 Kneel on the floor and place the wheel roller in front of you. | Step:2 Place your hands on the handles of the wheel roller and extend your arms straight out in front of you. | Step:3 Engage your core muscles and slowly roll the wheel forward, keeping your back straight and your abs tight. | Step:4 Continue rolling forward until your body is fully extended and your arms are overhead. | Step:5 Pause for a moment, then slowly roll the wheel back towards your knees, maintaining control and keeping your abs engaged. | Step:6 Repeat for the desired number of repetitions.",0.0,0.0,0.0,0.0,5.0,0.0,9.0,6.5,0.0,0.0,Flexibility & Mobility,3.5,0.8,0.8,0.8,2.7,6.0,7.0,7.0,6.0,5.0,1.9
YUYAMEj,Assisted Prone Lying Quads Stretch,2,assisted,quads,"hamstrings, glutes",upper legs,3,https://static.exercisedb.dev/media/YUYAMEj.gif,"Step:1 Lie face down on the ground with your legs extended. | Step:2 Bend your left knee and reach back with your left hand to grab your left foot or ankle. | Step:3 Gently pull your left foot towards your glutes, feeling a stretch in your left quad. | Step:4 Hold the stretch for 20-30 seconds, then release. | Step:5 Repeat with your right leg.",0.0,0.0,0.0,0.0,5.0,0.0,9.0,6.5,0.0,0.0,Flexibility & Mobility,3.5,0.8,0.8,0.8,2.7,7.0,8.0,6.0,5.0,3.0,1.9
