exercise_id,name,complexity_level,primary_equipment,target_muscles,secondary_muscles,body_parts,total_muscle_groups,gif_url,instructions,cardiovascular_endurance_score,muscular_strength_score,muscular_hypertrophy_score,power_development_score,functional_movement_score,calorie_expenditure_score,flexibility_mobility_score,balance_coordination_score,metabolic_conditioning_score,progressive_overload_score,primary_training_category,maintain_weight_compatibility,lose_weight_compatibility,gain_weight_compatibility,build_muscle_compatibility,improve_fitness_compatibility,sedentary_suitability,lightly_active_suitability,moderately_active_suitability,very_active_suitability,extremely_active_suitability,overall_quality_score
Gu2ENkm,Deep Smith Machine Reverse Decline Close Grip Bench Press,3,smith machine,pectorals,"triceps, shoulders",chest,3,https://static.exercisedb.dev/media/Gu2ENkm.gif,"Step:1 Adjust the smith machine to a decline position. | Step:2 Lie down on the bench with your feet secured under the foot pads. | Step:3 Grasp the barbell with a close grip, slightly narrower than shoulder-width apart. | Step:4 Unrack the barbell and lower it slowly towards your chest, keeping your elbows tucked in. Focus on deep movement. | Step:5 Pause for a moment at the bottom, then push the barbell back up to the starting position. | Step:6 Repeat for the desired number of repetitions.",0.0,8.5,7.5,0.0,8.0,6.0,0.0,0.0,0.0,9.0,Strength Training,3.8,3.9,7.0,7.0,3.8,5.0,7.0,7.0,7.0,6.0,4.5
afv0ZAS,Upright Smith Incline Bench Press,3,smith machine,pectorals,"shoulders, triceps",chest,3,https://static.exercisedb.dev/media/afv0ZAS.gif,"Step:1 Adjust the bench to a 30-45 degree incline. | Step:2 Sit on the bench with your back flat against the pad and feet firmly on the ground. | Step:3 Grasp the barbell with an overhand grip slightly wider than shoulder-width apart. Perform with upright intensity. | Step:4 Unrack the barbell and lower it slowly towards your upper chest, keeping your elbows slightly tucked in. | Step:5 Pause for a moment at the bottom, then push the barbell back up to the starting position, fully extending your arms. | Step:6 Repeat for the desired number of repetitions.",0.0,8.5,7.5,0.0,8.0,6.0,0.0,0.0,0.0,9.0,Strength Training,3.8,3.9,7.0,7.0,3.8,5.0,7.0,7.0,7.0,6.0,4.5
r4RZKpF,Dumbbell One Arm Fly On Exercise Ball Improved,3,dumbbell,pectorals,"shoulders, triceps",chest,3,https://static.exercisedb.dev/media/r4RZKpF.gif,"Step:1 Sit on an exercise ball with a dumbbell in one hand and your feet flat on the ground. | Step:2 Walk your feet forward and roll your body down until your upper back is resting on the exercise ball. | Step:3 Extend your arm with the dumbbell straight up above your chest, palm facing inwards. | Step:4 Slowly lower the dumbbell out to the side, keeping a slight bend in your elbow. | Step:5 Pause for a moment, then squeeze your chest muscles to bring the dumbbell back to the starting position. | Step:6 Repeat for the desired number of repetitions, then switch arms. Focus on improved movement.",0.0,8.5,7.5,0.0,8.0,6.0,0.0,0.0,0.0,9.0,Strength Training,3.8,3.9,7.0,7.0,3.8,7.5,7.0,7.0,6.0,5.0,4.5
lRcrlH8,Fast Band Straight Leg Deadlift,3,band,spine,"hamstrings, glutes",back,3,https://static.exercisedb.dev/media/lRcrlH8.gif,"Step:1 Stand with your feet shoulder-width apart and place the band around your feet. | Step:2 Hold the band with both hands, palms facing your body, and keep your arms straight. | Step:3 Engage your core and maintain a slight bend in your knees. | Step:4 Slowly hinge forward at your hips, keeping your back straight and chest lifted. | Step:5 Lower the band towards the ground while keeping your legs straight. | Step:6 Pause for a moment at the bottom, then squeeze your glutes and hamstrings to return to the starting position. | Step:7 Repeat for the desired number of repetitions. Perform with fast intensity.",0.0,8.5,7.5,0.0,8.0,6.0,0.0,0.0,0.0,9.0,Strength Training,3.8,3.9,7.0,7.0,3.8,7.5,7.0,7.0,6.0,5.0,4.5
nFHk9fU,Cable Lateral Pulldown (With Rope Attachment) Core,4,cable,lats,"biceps, forearms",back,3,https://static.exercisedb.dev/media/nFHk9fU.gif,"Step:1 Attach a rope attachment to the cable machine at a high position. | Step:2 Stand facing the machine with your feet shoulder-width apart. | Step:3 Grasp the rope with an overhand grip, palms facing each other. | Step:4 Keep your back straight and lean slightly back. | Step:5 Pull the rope down towards your sides, squeezing your shoulder blades together. Emphasize core control. | Step:6 Pause for a moment at the bottom of the movement. | Step:7 Slowly release the tension and allow the rope to return to the starting position. | Step:8 Repeat for the desired number of repetitions.",0.0,8.5,7.5,0.0,8.0,6.0,0.0,0.0,0.0,9.0,Strength Training,3.8,3.9,7.0,7.0,3.8,3.0,6.0,6.0,8.0,7.0,4.5
Xd65M9w,Dumbbell Around Pullover - Intensive Variation,2,dumbbell,pectorals,"triceps, latissimus dorsi",chest,3,https://static.exercisedb.dev/media/Xd65M9w.gif,"Step:1 Lie flat on a bench with your head at one end and your feet firmly on the ground. | Step:2 Hold a dumbbell with both hands and extend your arms straight above your chest. Perform with intensive intensity. | Step:3 Keeping your arms straight, slowly lower the dumbbell behind your head in an arc motion. | Step:4 Pause for a moment at the bottom, then raise the dumbbell back to the starting position. | Step:5 Repeat for the desired number of repetitions.",0.0,8.5,7.5,0.0,8.0,6.0,0.0,0.0,0.0,9.0,Strength Training,3.8,3.9,7.0,7.0,3.8,8.5,8.0,6.0,5.0,3.0,4.5
AwAIlSo,Squared Reverse Grip Machine Lat Pulldown,3,leverage machine,lats,"biceps, forearms",back,3,https://static.exercisedb.dev/media/AwAIlSo.gif,"Step:1 Adjust the seat height and position yourself on the machine with your knees under the pads and your feet flat on the ground. | Step:2 Grasp the handles with an underhand grip, slightly wider than shoulder-width apart. | Step:3 Sit upright with your chest out and shoulders back, maintaining a slight arch in your lower back. | Step:4 Pull the handles down towards your chest, squeezing your shoulder blades together. Maintain squared form throughout. | Step:5 Pause for a moment at the bottom of the movement, then slowly release the handles back to the starting position. | Step:6 Repeat for the desired number of repetitions.",0.0,8.5,7.5,0.0,8.0,6.0,0.0,0.0,0.0,9.0,Strength Training,3.8,3.9,7.0,7.0,3.8,6.0,7.0,7.0,6.0,5.0,4.5
89HVjEp,Kettlebell Seated Press With High,2,kettlebell,delts,"triceps, core",shoulders,3,https://static.exercisedb.dev/media/89HVjEp.gif,"Step:1 Sit on a bench with your back straight and feet flat on the ground. | Step:2 Hold a kettlebell in each hand at shoulder height, palms facing forward. | Step:3 Press the kettlebells overhead, fully extending your arms. Focus on high movement. | Step:4 Lower the kettlebells back to shoulder height. | Step:5 Repeat for the desired number of repetitions.",0.0,8.5,7.5,0.0,8.0,6.0,0.0,0.0,0.0,9.0,Strength Training,3.8,3.9,7.0,7.0,3.8,8.5,8.0,6.0,5.0,3.0,4.5
echClj7,Barbell Squat (On Knees) With Pure,3,barbell,quads,"glutes, hamstrings, calves",upper legs,4,https://static.exercisedb.dev/media/echClj7.gif,"Step:1 Start by kneeling on the ground with your knees hip-width apart and your toes pointing forward. | Step:2 Place a barbell across your shoulders, gripping it with an overhand grip and your hands slightly wider than shoulder-width apart. | Step:3 Engage your core and keep your chest lifted as you slowly lower your body down by bending your knees, keeping your back straight. Perform with pure intensity. | Step:4 Continue lowering until your thighs are parallel to the ground, or as low as you can comfortably go. | Step:5 Pause for a moment at the bottom, then push through your heels to return to the starting position. | Step:6 Repeat for the desired number of repetitions.",0.0,8.5,7.5,0.0,8.0,6.0,0.0,0.0,0.0,9.0,Strength Training,3.8,3.9,7.0,7.0,3.8,5.0,7.0,7.0,7.0,6.0,4.5
myJeTAe,Tough Cable One Arm Lateral Raise,1,cable,delts,"traps, triceps",shoulders,3,https://static.exercisedb.dev/media/myJeTAe.gif,"Step:1 Stand with your feet shoulder-width apart, facing the cable machine. | Step:2 Hold the cable handle with one hand, palm facing down, and stand far enough away from the machine so that there is tension on the cable. | Step:3 Keep your arm straight and slowly raise it out to the side until it is parallel to the ground. | Step:4 Pause for a moment at the top, then slowly lower your arm back down to the starting position. Focus on tough movement. | Step:5 Repeat for the desired number of repetitions, then switch sides.",0.0,8.5,7.5,0.0,8.0,6.0,0.0,0.0,0.0,9.0,Strength Training,3.8,3.9,7.0,7.0,3.8,7.0,7.0,5.0,4.0,4.0,4.5
o80Xu9C,Intensified Style Kettlebell Extended Range One Arm Press On Floor,2,kettlebell,pectorals,"triceps, shoulders",chest,3,https://static.exercisedb.dev/media/o80Xu9C.gif,"Step:1 Start by lying on your back on the floor with your knees bent and feet flat on the ground. | Step:2 Hold a kettlebell in one hand, with your palm facing towards your feet. | Step:3 Extend your arm straight up towards the ceiling, keeping your elbow locked and your wrist straight. | Step:4 Slowly lower the kettlebell back down to the starting position, maintaining control throughout the movement. | Step:5 Repeat for the desired number of repetitions, then switch to the other arm. Perform with intensified intensity.",0.0,8.5,7.5,0.0,8.0,6.0,0.0,0.0,0.0,9.0,Strength Training,3.8,3.9,7.0,7.0,3.8,8.5,8.0,6.0,5.0,3.0,4.5
kLiIFdB,Band Vertical Pallof Press - Seated Variation,3,band,abs,"obliques, glutes",waist,3,https://static.exercisedb.dev/media/kLiIFdB.gif,"Step:1 Stand with your feet shoulder-width apart and wrap the band around a sturdy object at chest height. | Step:2 Hold the band with both hands and step away from the anchor point, creating tension in the band. | Step:3 Position yourself perpendicular to the anchor point, with your side facing the band. | Step:4 Extend your arms straight out in front of you, keeping your hands at chest height. | Step:5 Engage your core and press the band away from your chest, fully extending your arms. | Step:6 Hold the position for a few seconds, then slowly bring the band back towards your chest. | Step:7 Repeat for the desired number of repetitions, then switch sides. Perform with seated intensity.",0.0,8.5,7.5,0.0,8.0,6.0,0.0,0.0,0.0,9.0,Strength Training,3.8,3.9,7.0,7.0,3.8,7.5,7.0,7.0,6.0,5.0,4.5
YA2HKGz,Barbell Reverse Wrist Curl - Prone Variation,1,barbell,forearms,"biceps, brachialis",lower arms,3,https://static.exercisedb.dev/media/YA2HKGz.gif,"Step:1 Sit on a bench with your feet flat on the ground and hold a barbell with an overhand grip, palms facing down. | Step:2 Rest your forearms on your thighs, allowing your wrists to hang off the edge. | Step:3 Slowly curl your wrists upward, bringing the barbell towards your body. Emphasize prone control. | Step:4 Pause for a moment at the top, then slowly lower the barbell back down to the starting position. | Step:5 Repeat for the desired number of repetitions.",0.0,8.5,7.5,0.0,8.0,6.0,0.0,0.0,0.0,9.0,Strength Training,3.8,3.9,7.0,7.0,3.8,7.0,7.0,5.0,4.0,4.0,4.5
qlZUaZ8,Dumbbell Incline One Arm Press On Exercise Ball With Extended,3,dumbbell,pectorals,"shoulders, triceps",chest,3,https://static.exercisedb.dev/media/qlZUaZ8.gif,"Step:1 Sit on an exercise ball with a dumbbell in one hand, feet flat on the ground. | Step:2 Slowly walk your feet forward, rolling the ball until your head, neck, and upper back are supported on the ball. Perform with extended intensity. | Step:3 Hold the dumbbell at shoulder height with your palm facing forward. | Step:4 Press the dumbbell upward until your arm is fully extended. | Step:5 Pause for a moment at the top, then slowly lower the dumbbell back to the starting position. | Step:6 Repeat for the desired number of repetitions, then switch to the other arm.",0.0,8.5,7.5,0.0,8.0,6.0,0.0,0.0,0.0,9.0,Strength Training,3.8,3.9,7.0,7.0,3.8,7.5,7.0,7.0,6.0,5.0,4.5
Uywa4S5,Dumbbell Lunge With Firm,3,dumbbell,glutes,"quadriceps, hamstrings, calves",upper legs,4,https://static.exercisedb.dev/media/Uywa4S5.gif,"Step:1 Stand with your feet shoulder-width apart, holding a dumbbell in each hand. | Step:2 Take a step forward with your right foot, lowering your body into a lunge position. | Step:3 Keep your back straight and your chest up as you lower your body. Maintain firm form throughout. | Step:4 Push through your right heel to return to the starting position. | Step:5 Repeat with your left leg. | Step:6 Alternate legs for the desired number of repetitions.",0.0,8.5,7.5,0.0,8.0,6.0,0.0,0.0,0.0,9.0,Strength Training,3.8,3.9,7.0,7.0,3.8,7.5,7.0,7.0,6.0,5.0,4.5
p0OCXGb,Sled 45В° Leg Wide Press - Blunt Variation,3,sled machine,glutes,"quadriceps, hamstrings, calves",upper legs,4,https://static.exercisedb.dev/media/p0OCXGb.gif,"Step:1 Adjust the sled machine to a 45-degree angle. | Step:2 Sit on the sled machine with your back against the pad and your feet on the foot platform. | Step:3 Position your feet wider than shoulder-width apart. | Step:4 Push against the foot platform to extend your legs and straighten your knees. | Step:5 Pause for a moment at the end of the movement, then slowly bend your knees to return to the starting position. Maintain blunt form throughout. | Step:6 Repeat for the desired number of repetitions.",0.0,8.5,7.5,0.0,8.0,6.0,0.0,0.0,0.0,9.0,Strength Training,3.8,3.9,7.0,7.0,3.8,6.0,7.0,7.0,6.0,5.0,4.5
u1iHcoD,Prone Dumbbell Upright Shoulder External Rotation,2,dumbbell,delts,"rotator cuff, trapezius",shoulders,3,https://static.exercisedb.dev/media/u1iHcoD.gif,"Step:1 Stand with your feet shoulder-width apart and hold a dumbbell in each hand with your palms facing your body. | Step:2 Raise your arms out to the sides until they are parallel to the ground, keeping your elbows slightly bent. Emphasize prone control. | Step:3 Rotate your arms externally, bringing the dumbbells up towards your head while keeping your elbows in the same position. | Step:4 Pause for a moment at the top, then slowly lower the dumbbells back to the starting position. | Step:5 Repeat for the desired number of repetitions.",0.0,8.5,7.5,0.0,8.0,6.0,0.0,0.0,0.0,9.0,Strength Training,3.8,3.9,7.0,7.0,3.8,8.5,8.0,6.0,5.0,3.0,4.5
J1vH2X0,Weighted One Hand Pull Up Fast,3,weighted,lats,"biceps, forearms",back,3,https://static.exercisedb.dev/media/J1vH2X0.gif,"Step:1 Grab the pull-up bar with an overhand grip, slightly wider than shoulder-width apart. | Step:2 Hang from the bar with your arm fully extended and your body straight. | Step:3 Engage your core and pull your body up towards the bar by bending your elbow and squeezing your back muscles. | Step:4 Continue pulling until your chin is above the bar. | Step:5 (fast variation) Lower your body back down to the starting position with control. | Step:6 Repeat for the desired number of repetitions.",0.0,8.5,7.5,0.0,8.0,6.0,0.0,0.0,0.0,9.0,Strength Training,3.8,3.9,7.0,7.0,3.8,6.0,7.0,7.0,6.0,5.0,4.5
C8Crfa4,Targeted Style Smith Close-Grip Bench Press,2,smith machine,triceps,"chest, shoulders",upper arms,3,https://static.exercisedb.dev/media/C8Crfa4.gif,"Step:1 Adjust the seat height and position yourself on the bench with your feet flat on the ground. | Step:2 Grasp the barbell with a close grip, slightly narrower than shoulder-width apart. | Step:3 Lower the barbell towards your chest, keeping your elbows close to your body. Focus on targeted movement. | Step:4 Pause for a moment at the bottom, then push the barbell back up to the starting position. | Step:5 Repeat for the desired number of repetitions.",0.0,8.5,7.5,0.0,8.0,6.0,0.0,0.0,0.0,9.0,Strength Training,3.8,3.9,7.0,7.0,3.8,6.0,8.0,6.0,6.0,4.0,4.5
IxsFgRT,Cable Judo Flip With Static,4,cable,abs,"obliques, shoulders",waist,3,https://static.exercisedb.dev/media/IxsFgRT.gif,"Step:1 Stand facing the cable machine with your feet shoulder-width apart. | Step:2 Hold the cable handle with both hands at chest level, palms facing down. | Step:3 Engage your core and rotate your torso to the right, pulling the cable across your body. | Step:4 As you rotate, pivot your back foot and allow your hips to rotate naturally. Emphasize static control. | Step:5 Extend your arms fully and finish the movement by flipping the cable handle over your shoulder. | Step:6 Return to the starting position by reversing the movement, rotating your torso back to the center. | Step:7 Repeat the movement on the opposite side. | Step:8 Continue alternating sides for the desired number of repetitions.",0.0,8.5,7.5,0.0,8.0,6.0,0.0,0.0,0.0,9.0,Strength Training,3.8,3.9,7.0,7.0,3.8,3.0,6.0,6.0,8.0,7.0,4.5
7AnZtSv,Dumbbell Over Bench One Arm Wrist Curl - Strength Variation,1,dumbbell,forearms,"biceps, shoulders",lower arms,3,https://static.exercisedb.dev/media/7AnZtSv.gif,"Step:1 Sit on a bench with your feet flat on the ground and hold a dumbbell in one hand, palm facing down. | Step:2 Rest your forearm on the bench with your wrist hanging off the edge. | Step:3 Slowly curl your wrist upwards, bringing the dumbbell towards your forearm. | Step:4 Pause for a moment at the top, then slowly lower the dumbbell back down to the starting position. Maintain strength form throughout. | Step:5 Repeat for the desired number of repetitions, then switch to the other arm.",0.0,8.5,7.5,0.0,8.0,6.0,0.0,0.0,0.0,9.0,Strength Training,3.8,3.9,7.0,7.0,3.8,9.5,7.0,5.0,3.0,3.0,4.5
qFHvMnv,Micro Style Barbell Speed Squat,3,barbell,glutes,"quadriceps, hamstrings, calves",upper legs,4,https://static.exercisedb.dev/media/qFHvMnv.gif,"Step:1 Stand with your feet shoulder-width apart, toes slightly turned out. | Step:2 Hold the barbell across your upper back, resting it on your traps or rear delts. | Step:3 Engage your core and keep your chest up as you lower your hips back and down, as if sitting into a chair. | Step:4 (micro variation) Lower until your thighs are parallel to the ground, or as low as you can comfortably go. | Step:5 Drive through your heels to stand back up, squeezing your glutes at the top. | Step:6 Repeat for the desired number of repetitions.",0.0,8.5,7.5,0.0,8.0,6.0,0.0,0.0,0.0,9.0,Strength Training,3.8,3.9,7.0,7.0,3.8,5.0,7.0,7.0,7.0,6.0,4.5
jCBOdh0,Rough Cable Decline Fly,3,cable,pectorals,"shoulders, triceps",chest,3,https://static.exercisedb.dev/media/jCBOdh0.gif,"Step:1 Adjust the cable machine to a decline position. | Step:2 Stand facing away from the machine with your feet shoulder-width apart. | Step:3 Hold the handles with your palms facing forward and your arms extended straight out in front of you. | Step:4 Keeping a slight bend in your elbows, open your arms out to the sides in a controlled motion. Perform with rough intensity. | Step:5 Pause for a moment at the fully extended position, then slowly return to the starting position. | Step:6 Repeat for the desired number of repetitions.",0.0,8.5,7.5,0.0,8.0,6.0,0.0,0.0,0.0,9.0,Strength Training,3.8,3.9,7.0,7.0,3.8,5.0,7.0,7.0,7.0,6.0,4.5
9Z23cLE,Barbell Incline Bench Press Seated,3,barbell,pectorals,"shoulders, triceps",chest,3,https://static.exercisedb.dev/media/9Z23cLE.gif,"Step:1 Set up an incline bench at a 45-degree angle. | Step:2 (seated variation) Lie down on the bench with your feet flat on the ground. | Step:3 Grasp the barbell with an overhand grip, slightly wider than shoulder-width apart. | Step:4 Unrack the barbell and lower it slowly towards your chest, keeping your elbows at a 45-degree angle. | Step:5 Pause for a moment at the bottom, then push the barbell back up to the starting position. | Step:6 Repeat for the desired number of repetitions.",0.0,8.5,7.5,0.0,8.0,6.0,0.0,0.0,0.0,9.0,Strength Training,3.8,3.9,7.0,7.0,3.8,5.0,7.0,7.0,7.0,6.0,4.5
5ipN0iE,Assisted Pull-Up Inclined,3,leverage machine,lats,"biceps, forearms",back,3,https://static.exercisedb.dev/media/5ipN0iE.gif,"Step:1 Adjust the machine to your desired weight and height settings. | Step:2 Grasp the handles with an overhand grip, slightly wider than shoulder-width apart. | Step:3 Hang with your arms fully extended and your feet off the ground. | Step:4 Engage your back muscles and pull your body up towards the handles, keeping your elbows close to your body. | Step:5 Continue pulling until your chin is above the handles. | Step:6 Pause for a moment at the top, then slowly lower your body back down to the starting position. | Step:7 Repeat for the desired number of repetitions. Maintain inclined form throughout.",0.0,8.5,7.5,0.0,8.0,6.0,0.0,0.0,0.0,9.0,Strength Training,3.8,3.9,7.0,7.0,3.8,6.0,7.0,7.0,6.0,5.0,4.5
ntjtCfu,Barbell Sitted Alternate Leg Raise (Female) With Intermediate,1,barbell,abs,"hip flexors, quadriceps",waist,3,https://static.exercisedb.dev/media/ntjtCfu.gif,"Step:1 Sit on a bench with your back straight and hold a barbell across your thighs. | Step:2 (intermediate variation) Place your hands on the sides of the bench for support. | Step:3 Keeping your legs straight, lift one leg up as high as possible while keeping it parallel to the ground. | Step:4 Lower the leg back down and repeat with the other leg. | Step:5 Continue alternating legs for the desired number of repetitions.",0.0,8.5,7.5,0.0,8.0,6.0,0.0,0.0,0.0,9.0,Strength Training,3.8,3.9,7.0,7.0,3.8,7.0,7.0,5.0,4.0,4.0,4.5
UoX77uR,Dumbbell Seated One Leg Calf Raise - Hammer Grip Deep,2,dumbbell,calves,"hamstrings, glutes",lower legs,3,https://static.exercisedb.dev/media/UoX77uR.gif,"Step:1 Sit on a bench or chair with your feet flat on the ground and a dumbbell resting on your thighs. | Step:2 Place one foot on a raised surface, such as a step or block, with your heel hanging off the edge. | Step:3 Hold the dumbbell with a hammer grip, meaning your palms are facing each other and your fingers are wrapped around the handle. | Step:4 Keeping your core engaged and your back straight, slowly raise your heel as high as possible by pushing through the ball of your foot. | Step:5 Pause for a moment at the top, then slowly lower your heel back down to the starting position. | Step:6 (deep variation) Repeat for the desired number of repetitions, then switch to the other leg.",0.0,8.5,7.5,0.0,8.0,6.0,0.0,0.0,0.0,9.0,Strength Training,3.8,3.9,7.0,7.0,3.8,8.5,8.0,6.0,5.0,3.0,4.5
0MlxeMn,Gentle Style Cable Pulldown (Pro Lat Bar),3,cable,lats,"biceps, forearms",back,3,https://static.exercisedb.dev/media/0MlxeMn.gif,"Step:1 Adjust the seat height so that your thighs are parallel to the ground and your feet are flat on the floor. | Step:2 Grasp the lat bar with an overhand grip, slightly wider than shoulder-width apart. | Step:3 Sit down and lean back slightly, keeping your chest up and your back straight. | Step:4 Pull the bar down towards your chest, squeezing your shoulder blades together. Maintain gentle form throughout. | Step:5 Pause for a moment at the bottom of the movement, then slowly release the bar back up to the starting position. | Step:6 Repeat for the desired number of repetitions.",0.0,8.5,7.5,0.0,8.0,6.0,0.0,0.0,0.0,9.0,Strength Training,3.8,3.9,7.0,7.0,3.8,5.0,7.0,7.0,7.0,6.0,4.5
KenZJQV,Barbell High Bar Squat Core,3,barbell,glutes,"quadriceps, hamstrings, calves, core",upper legs,5,https://static.exercisedb.dev/media/KenZJQV.gif,"Step:1 Stand with your feet shoulder-width apart, toes slightly turned out. | Step:2 Place the barbell on your upper back, resting it on your traps. | Step:3 Engage your core and keep your chest up as you begin to squat down, pushing your hips back and bending your knees. Perform with core intensity. | Step:4 Lower yourself until your thighs are parallel to the ground, or as low as you can comfortably go. | Step:5 Drive through your heels to stand back up, extending your hips and knees. | Step:6 Repeat for the desired number of repetitions.",0.0,8.5,7.5,0.0,8.0,6.0,0.0,0.0,0.0,9.0,Strength Training,3.8,3.9,7.0,7.0,3.8,5.0,7.0,7.0,7.0,6.0,4.5
LFIOery,Sharp Style Dumbbell Sumo Pull Through,3,dumbbell,glutes,"hamstrings, quadriceps, core",upper legs,4,https://static.exercisedb.dev/media/LFIOery.gif,"Step:1 Stand with your feet wider than shoulder-width apart, toes pointed outwards. | Step:2 Hold a dumbbell with both hands in front of your body, arms extended. | Step:3 Bend your knees and lower your hips down into a squat position, keeping your back straight. Focus on sharp movement. | Step:4 Lower the dumbbell down between your legs, keeping your arms straight. | Step:5 Drive through your heels and extend your hips forward, pulling the dumbbell up and in front of your body. | Step:6 Squeeze your glutes at the top of the movement, then lower the dumbbell back down between your legs. | Step:7 Repeat for the desired number of repetitions.",0.0,8.5,7.5,0.0,8.0,6.0,0.0,0.0,0.0,9.0,Strength Training,3.8,3.9,7.0,7.0,3.8,7.5,7.0,7.0,6.0,5.0,4.5
VRBGPHB,Single Smith Shoulder Press,3,smith machine,delts,"triceps, upper back",shoulders,3,https://static.exercisedb.dev/media/VRBGPHB.gif,"Step:1 Adjust the seat height and position yourself on the smith machine with your feet shoulder-width apart. | Step:2 (single variation) Grasp the bar with an overhand grip, slightly wider than shoulder-width apart. | Step:3 Lift the bar off the rack and position it at shoulder level, with your elbows bent and palms facing forward. | Step:4 Press the bar upward until your arms are fully extended overhead. | Step:5 Pause for a moment at the top, then slowly lower the bar back down to shoulder level. | Step:6 Repeat for the desired number of repetitions.",0.0,8.5,7.5,0.0,8.0,6.0,0.0,0.0,0.0,9.0,Strength Training,3.8,3.9,7.0,7.0,3.8,5.0,7.0,7.0,7.0,6.0,4.5
xDh0lJr,Standing Behind Neck Press,2,barbell,delts,"triceps, upper back",shoulders,3,https://static.exercisedb.dev/media/xDh0lJr.gif,"Step:1 Stand with your feet shoulder-width apart and hold the barbell behind your neck with an overhand grip. | Step:2 Keep your back straight and core engaged. | Step:3 Press the barbell overhead by extending your arms, fully extending your elbows. | Step:4 Pause for a moment at the top, then slowly lower the barbell back down to the starting position. | Step:5 Repeat for the desired number of repetitions.",0.0,8.5,7.5,0.0,8.0,6.0,0.0,0.0,0.0,9.0,Strength Training,3.8,3.9,7.0,7.0,3.8,6.0,8.0,6.0,6.0,4.0,4.5
mu5Guxt,Dumbbell Rear Delt Raise,1,dumbbell,delts,"trapezius, rhomboids",shoulders,3,https://static.exercisedb.dev/media/mu5Guxt.gif,"Step:1 Stand with your feet shoulder-width apart and hold a dumbbell in each hand, palms facing your body. | Step:2 Bend your knees slightly and hinge forward at the hips, keeping your back straight. | Step:3 Raise your arms out to the sides, keeping a slight bend in your elbows, until they are parallel to the floor. | Step:4 Pause for a moment at the top, then slowly lower your arms back down to the starting position. | Step:5 Repeat for the desired number of repetitions.",0.0,8.5,7.5,0.0,8.0,6.0,0.0,0.0,0.0,9.0,Strength Training,3.8,3.9,7.0,7.0,3.8,9.5,7.0,5.0,3.0,3.0,4.5
4c9BhzB,Cable Lateral Pulldown With V-Bar,3,cable,lats,"biceps, forearms",back,3,https://static.exercisedb.dev/media/4c9BhzB.gif,Step:1 Sit down on the cable pulldown machine and grab the v-bar attachment with an overhand grip. | Step:2 Adjust the knee pad so that your thighs are secured under it. | Step:3 Keep your back straight and lean back slightly. | Step:4 Pull the v-bar down towards your upper chest while keeping your elbows close to your body. | Step:5 Squeeze your back muscles at the bottom of the movement. | Step:6 Slowly return the v-bar to the starting position and repeat for the desired number of repetitions.,0.0,8.5,7.5,0.0,8.0,6.0,0.0,0.0,0.0,9.0,Strength Training,3.8,3.9,7.0,7.0,3.8,5.0,7.0,7.0,7.0,6.0,4.5
i8BdLTK,Dumbbell Straight Arm Pullover,2,dumbbell,pectorals,"latissimus dorsi, triceps",chest,3,https://static.exercisedb.dev/media/i8BdLTK.gif,"Step:1 Lie flat on a bench with your head at one end and your feet planted firmly on the ground. | Step:2 Hold a dumbbell with both hands and extend your arms straight above your chest. | Step:3 Keeping your arms straight, slowly lower the dumbbell behind your head in an arc-like motion. | Step:4 Pause for a moment, then raise the dumbbell back to the starting position. | Step:5 Repeat for the desired number of repetitions.",0.0,8.5,7.5,0.0,8.0,6.0,0.0,0.0,0.0,9.0,Strength Training,3.8,3.9,7.0,7.0,3.8,8.5,8.0,6.0,5.0,3.0,4.5
Hj4FOCd,Barbell Decline Wide-Grip Pullover,2,barbell,lats,"triceps, chest",back,3,https://static.exercisedb.dev/media/Hj4FOCd.gif,"Step:1 Lie on a decline bench with your head lower than your hips and your feet secured. | Step:2 Hold a barbell with a wide grip and extend your arms straight above your chest. | Step:3 Lower the barbell behind your head in a controlled manner, keeping your arms straight. | Step:4 Pause for a moment, then raise the barbell back to the starting position. | Step:5 Repeat for the desired number of repetitions.",0.0,8.5,7.5,0.0,8.0,6.0,0.0,0.0,0.0,9.0,Strength Training,3.8,3.9,7.0,7.0,3.8,6.0,8.0,6.0,6.0,4.0,4.5
NNoHCEA,Smith Full Squat,4,smith machine,glutes,"quadriceps, hamstrings, calves",upper legs,4,https://static.exercisedb.dev/media/NNoHCEA.gif,"Step:1 Set up the smith machine with the barbell at shoulder height. | Step:2 Stand with your feet shoulder-width apart, toes slightly turned out. | Step:3 Step under the bar and position it across your upper back, resting on your traps. | Step:4 Grip the bar with your hands slightly wider than shoulder-width apart. | Step:5 Unrack the bar and take a step back, maintaining a stable stance. | Step:6 Keeping your chest up and core engaged, initiate the squat by pushing your hips back and bending your knees. | Step:7 Lower your body until your thighs are parallel to the ground, or as low as your flexibility allows. | Step:8 Pause for a moment at the bottom, then drive through your heels to return to the starting position. | Step:9 Repeat for the desired number of repetitions.",0.0,8.5,7.5,0.0,8.0,6.0,0.0,0.0,0.0,9.0,Strength Training,3.8,3.9,7.0,7.0,3.8,3.0,6.0,6.0,8.0,7.0,4.5
