exercise_id,name,complexity_level,primary_equipment,target_muscles,secondary_muscles,body_parts,total_muscle_groups,gif_url,instructions,cardiovascular_endurance_score,muscular_strength_score,muscular_hypertrophy_score,power_development_score,functional_movement_score,calorie_expenditure_score,flexibility_mobility_score,balance_coordination_score,metabolic_conditioning_score,progressive_overload_score,primary_training_category,maintain_weight_compatibility,lose_weight_compatibility,gain_weight_compatibility,build_muscle_compatibility,improve_fitness_compatibility,sedentary_suitability,lightly_active_suitability,moderately_active_suitability,very_active_suitability,extremely_active_suitability,overall_quality_score
H1PESYI,Stationary Bike Run,4,stationary bike,cardiovascular system,"quadriceps, hamstrings, calves",cardio,4,https://static.exercisedb.dev/media/H1PESYI.gif,Step:1 Adjust the seat height and position to ensure proper alignment. | Step:2 Place your feet on the pedals and secure them with the straps if available. | Step:3 Start pedaling at a comfortable pace. | Step:4 Maintain a steady rhythm and increase the resistance as desired. | Step:5 Engage your core muscles to maintain stability and proper posture. | Step:6 Continue pedaling for the desired duration of your workout. | Step:7 Gradually decrease the resistance and slow down before coming to a complete stop. | Step:8 Stretch your legs and cool down after the workout.,9.0,0.0,0.0,0.0,0.0,8.5,0.0,0.0,8.0,0.0,Cardiovascular Training,2.1,5.9,0.0,0.0,2.1,3.0,5.0,6.0,7.0,6.0,2.3
FWdVhcW,Cable Standing Shoulder External Rotation,3,cable,delts,"rotator cuff, trapezius",shoulders,3,https://static.exercisedb.dev/media/FWdVhcW.gif,"Step:1 Stand with your feet shoulder-width apart and your knees slightly bent. | Step:2 Hold the cable handle with your arm extended in front of you, parallel to the ground. | Step:3 Keep your elbow slightly bent and your shoulder blades pulled back. | Step:4 Slowly rotate your arm outward, away from your body, while keeping your elbow in the same position. | Step:5 Pause for a moment at the end of the movement, then slowly return to the starting position. | Step:6 Repeat for the desired number of repetitions.",0.0,8.5,7.5,0.0,8.0,6.0,0.0,0.0,0.0,9.0,Strength Training,3.8,3.9,7.0,7.0,3.8,5.0,7.0,7.0,7.0,6.0,4.5
qFpAkpP,Cable Standing Lift,3,cable,abs,"obliques, lower back",waist,3,https://static.exercisedb.dev/media/qFpAkpP.gif,"Step:1 Stand facing the cable machine with your feet shoulder-width apart. | Step:2 Hold the cable handle with both hands and position it at waist height. | Step:3 Engage your core and maintain a straight back throughout the exercise. | Step:4 Keeping your arms straight, exhale and lift the cable handle up towards your opposite shoulder, rotating your torso. | Step:5 Pause for a moment at the top, then inhale and slowly lower the cable handle back to the starting position. | Step:6 Repeat for the desired number of repetitions, then switch sides.",0.0,8.5,7.5,0.0,8.0,6.0,0.0,0.0,0.0,9.0,Strength Training,3.8,3.9,7.0,7.0,3.8,5.0,7.0,7.0,7.0,6.0,4.5
dmgMp3n,Barbell Incline Row,3,barbell,upper back,"biceps, forearms",back,3,https://static.exercisedb.dev/media/dmgMp3n.gif,"Step:1 Set up an incline bench at a 45-degree angle. | Step:2 Lie face down on the bench with your chest against the pad and your feet flat on the ground. | Step:3 Grasp the barbell with an overhand grip, slightly wider than shoulder-width apart. | Step:4 Keep your back straight and your core engaged. | Step:5 Pull the barbell towards your chest, squeezing your shoulder blades together. | Step:6 Pause for a moment at the top, then slowly lower the barbell back to the starting position. | Step:7 Repeat for the desired number of repetitions.",9.0,0.0,0.0,0.0,0.0,8.5,0.0,0.0,8.0,0.0,Cardiovascular Training,2.1,5.9,0.0,0.0,2.1,4.0,6.0,7.0,7.0,6.0,2.3
VBAWRPG,Weighted Front Plank,4,weighted,abs,"shoulders, lower back",waist,3,https://static.exercisedb.dev/media/VBAWRPG.gif,"Step:1 Start by lying face down on the floor. | Step:2 Place your forearms on the ground, with your elbows directly under your shoulders. | Step:3 Extend your legs straight out behind you, with your toes on the ground. | Step:4 Engage your core and lift your body off the ground, balancing on your forearms and toes. | Step:5 Keep your body in a straight line from your head to your heels. | Step:6 Hold this position for the desired amount of time. | Step:7 Lower your body back down to the starting position. | Step:8 Repeat for the desired number of repetitions.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cardiovascular Training,0.0,0.0,0.0,0.0,0.0,4.0,6.0,6.0,7.0,6.0,0.0
xLYSdtg,Cable Middle Fly,3,cable,pectorals,"deltoids, triceps",chest,3,https://static.exercisedb.dev/media/xLYSdtg.gif,"Step:1 Attach cables to both sides of a cable machine at chest height. | Step:2 Stand in the center of the machine with one foot slightly in front of the other. | Step:3 Grasp the handles with an overhand grip and extend your arms out to the sides. | Step:4 Keep a slight bend in your elbows and maintain a slight forward lean. | Step:5 Engage your chest muscles and bring your arms forward in a sweeping motion. | Step:6 Pause for a moment at the center, then slowly return your arms back to the starting position. | Step:7 Repeat for the desired number of repetitions.",0.0,8.5,7.5,0.0,8.0,6.0,0.0,0.0,0.0,9.0,Strength Training,3.8,3.9,7.0,7.0,3.8,5.0,7.0,7.0,7.0,6.0,4.5
JrOHAZc,Barbell Stiff Leg Good Morning,3,barbell,glutes,"hamstrings, lower back",upper legs,3,https://static.exercisedb.dev/media/JrOHAZc.gif,"Step:1 Stand with your feet shoulder-width apart and your knees slightly bent. | Step:2 Hold the barbell across your upper back, resting it on your traps. | Step:3 Keeping your back straight, hinge forward at the hips, pushing your glutes back. | Step:4 Lower your torso until it is parallel to the ground, feeling a stretch in your hamstrings. | Step:5 Engage your glutes and hamstrings to return to the starting position. | Step:6 Repeat for the desired number of repetitions.",0.0,8.5,7.5,0.0,8.0,6.0,0.0,0.0,0.0,9.0,Strength Training,3.8,3.9,7.0,7.0,3.8,5.0,7.0,7.0,7.0,6.0,4.5
HEJ6DIX,Cable Kickback,3,cable,triceps,shoulders,upper arms,2,https://static.exercisedb.dev/media/HEJ6DIX.gif,"Step:1 Stand facing a cable machine with your feet shoulder-width apart. | Step:2 Hold the cable handle with your right hand and step back to create tension in the cable. | Step:3 Bend your knees slightly and hinge forward at the hips, keeping your back straight. | Step:4 Keep your upper arm close to your body and your elbow bent at a 90-degree angle. | Step:5 Extend your forearm backward, straightening your arm fully. | Step:6 Pause for a moment, then slowly return to the starting position. | Step:7 Repeat for the desired number of repetitions, then switch sides.",0.0,6.5,8.5,0.0,0.0,4.0,0.0,0.0,0.0,7.5,Hypertrophy Training,1.5,1.9,5.2,5.2,1.5,5.0,7.0,7.0,7.0,6.0,2.9
Gnfo4FM,Barbell High Bar Squat,3,barbell,glutes,"quadriceps, hamstrings, calves, core",upper legs,5,https://static.exercisedb.dev/media/Gnfo4FM.gif,"Step:1 Stand with your feet shoulder-width apart, toes slightly turned out. | Step:2 Place the barbell on your upper back, resting it on your traps. | Step:3 Engage your core and keep your chest up as you begin to squat down, pushing your hips back and bending your knees. | Step:4 Lower yourself until your thighs are parallel to the ground, or as low as you can comfortably go. | Step:5 Drive through your heels to stand back up, extending your hips and knees. | Step:6 Repeat for the desired number of repetitions.",0.0,8.5,7.5,0.0,8.0,6.0,0.0,0.0,0.0,9.0,Strength Training,3.8,3.9,7.0,7.0,3.8,5.0,7.0,7.0,7.0,6.0,4.5
CB8WET1,Incline Push Up Depth Jump,3,body weight,pectorals,"triceps, shoulders, core",chest,4,https://static.exercisedb.dev/media/CB8WET1.gif,"Step:1 Find an elevated surface, such as a bench or step, and place your hands shoulder-width apart on the edge. | Step:2 Step your feet back, keeping your body in a straight line from head to heels. | Step:3 Lower your chest towards the edge of the surface, bending your elbows and keeping your body aligned. | Step:4 Push through your palms to extend your arms and return to the starting position. | Step:5 Jump off the edge of the surface, landing softly with your knees slightly bent. | Step:6 Repeat the push-up and depth jump for the desired number of repetitions.",7.5,10.0,3.0,9.0,10.0,7.5,0.0,2.0,8.5,0.0,Strength Training,6.7,8.5,5.9,5.9,7.5,6.5,6.0,7.0,7.0,6.0,6.3
G61cXLk,Cable Kneeling Rear Delt Row (With Rope) (Male),3,cable,delts,"trapezius, rhomboids, biceps",shoulders,4,https://static.exercisedb.dev/media/G61cXLk.gif,"Step:1 Attach a rope handle to a low cable pulley and kneel down facing the machine. | Step:2 Grasp the rope with a neutral grip (palms facing each other) and extend your arms fully in front of you. | Step:3 Keeping your back straight and core engaged, pull the rope towards your body by retracting your shoulder blades. | Step:4 Squeeze your shoulder blades together at the end of the movement and hold for a brief pause. | Step:5 Slowly release the tension and return to the starting position. | Step:6 Repeat for the desired number of repetitions.",9.0,0.0,0.0,0.0,0.0,8.5,0.0,0.0,8.0,0.0,Cardiovascular Training,2.1,5.9,0.0,0.0,2.1,4.0,6.0,7.0,7.0,6.0,2.3
9pa4H5m,Band Horizontal Pallof Press,4,band,abs,"obliques, glutes",waist,3,https://static.exercisedb.dev/media/9pa4H5m.gif,"Step:1 Attach the band to a sturdy anchor point at waist height. | Step:2 Stand perpendicular to the anchor point with your feet shoulder-width apart. | Step:3 Grasp the band handle with both hands and step away from the anchor point to create tension in the band. | Step:4 Bring your hands to your chest, keeping your elbows bent and close to your body. | Step:5 Engage your core and maintain a stable stance. | Step:6 Extend your arms straight out in front of you, pushing the band away from your body. | Step:7 Hold the extended position for a few seconds, focusing on maintaining tension in your core. | Step:8 Slowly bring your hands back to your chest, resisting the pull of the band. | Step:9 Repeat for the desired number of repetitions.",0.0,8.5,7.5,0.0,8.0,6.0,0.0,0.0,0.0,9.0,Strength Training,3.8,3.9,7.0,7.0,3.8,5.5,6.0,6.0,7.0,6.0,4.5
w2oRpuH,Lever Alternating Narrow Grip Seated Row,4,leverage machine,upper back,"biceps, forearms",back,3,https://static.exercisedb.dev/media/w2oRpuH.gif,"Step:1 Adjust the seat height and footplate position to ensure proper alignment. | Step:2 Sit on the machine with your back straight and feet flat on the footplate. | Step:3 Grasp the handles with a narrow grip, palms facing each other. | Step:4 Keep your chest up and shoulders back throughout the exercise. | Step:5 Pull one handle towards your torso while keeping the other handle stationary. | Step:6 Squeeze your shoulder blades together at the end of the movement. | Step:7 Slowly return the handle to the starting position and repeat with the other side. | Step:8 Continue alternating sides for the desired number of repetitions.",9.0,0.0,0.0,0.0,0.0,8.5,0.0,0.0,8.0,0.0,Cardiovascular Training,2.1,5.9,0.0,0.0,2.1,3.0,5.0,6.0,7.0,6.0,2.3
UFGF6gk,Cable Rope Crossover Seated Row,3,cable,upper back,"biceps, forearms",back,3,https://static.exercisedb.dev/media/UFGF6gk.gif,"Step:1 Sit on the rowing machine with your feet flat on the footrests and your knees slightly bent. | Step:2 Grasp the cable ropes with an overhand grip, palms facing each other. | Step:3 Lean back slightly, keeping your back straight and your core engaged. | Step:4 Pull the cable ropes towards your chest, squeezing your shoulder blades together. | Step:5 Pause for a moment at the peak of the movement, then slowly release the tension and return to the starting position. | Step:6 Repeat for the desired number of repetitions.",9.0,0.0,0.0,0.0,0.0,8.5,0.0,0.0,8.0,0.0,Cardiovascular Training,2.1,5.9,0.0,0.0,2.1,4.0,6.0,7.0,7.0,6.0,2.3
c8oybX6,Cable Rope Elevated Seated Row,3,cable,upper back,"biceps, forearms",back,3,https://static.exercisedb.dev/media/c8oybX6.gif,"Step:1 Sit on the elevated seat facing the cable machine. | Step:2 Grab the cable rope handles with an overhand grip, palms facing each other. | Step:3 Keep your back straight and lean slightly back, maintaining a slight bend in your knees. | Step:4 Pull the cable towards your body by retracting your shoulder blades and squeezing your back muscles. | Step:5 Pause for a moment at the fully contracted position. | Step:6 Slowly release the tension and extend your arms back to the starting position. | Step:7 Repeat for the desired number of repetitions.",9.0,0.0,0.0,0.0,0.0,8.5,0.0,0.0,8.0,0.0,Cardiovascular Training,2.1,5.9,0.0,0.0,2.1,4.0,6.0,7.0,7.0,6.0,2.3
f9lVSSI,Astride Jumps (Male),3,body weight,cardiovascular system,"quadriceps, hamstrings, calves",cardio,4,https://static.exercisedb.dev/media/f9lVSSI.gif,"Step:1 Stand with your feet shoulder-width apart. | Step:2 Bend your knees and lower your body into a squat position. | Step:3 Jump explosively upwards, extending your legs and arms. | Step:4 While in the air, spread your legs apart and bring your arms out to the sides. | Step:5 Land softly with your feet shoulder-width apart, bending your knees to absorb the impact. | Step:6 Repeat for the desired number of repetitions.",7.5,10.0,3.0,9.0,10.0,7.5,0.0,2.0,8.5,0.0,Strength Training,6.7,8.5,5.9,5.9,7.5,6.5,6.0,7.0,7.0,6.0,6.3
z6TAHoT,Dumbbell Twisting Bench Press,4,dumbbell,triceps,"chest, shoulders",upper arms,3,https://static.exercisedb.dev/media/z6TAHoT.gif,"Step:1 Lie flat on a bench with your feet flat on the ground and your back pressed against the bench. | Step:2 Hold a dumbbell in each hand with an overhand grip, palms facing away from you. | Step:3 Extend your arms straight up over your chest, keeping a slight bend in your elbows. | Step:4 Lower the dumbbells down towards your chest, keeping your elbows close to your body. | Step:5 As you lower the dumbbells, twist your wrists so that your palms face towards you at the bottom of the movement. | Step:6 Pause for a moment at the bottom, then reverse the movement by pressing the dumbbells back up to the starting position. | Step:7 As you press the dumbbells up, twist your wrists back to the starting position with palms facing away from you. | Step:8 Repeat for the desired number of repetitions.",0.0,8.5,7.5,0.0,8.0,6.0,0.0,0.0,0.0,9.0,Strength Training,3.8,3.9,7.0,7.0,3.8,5.5,6.0,6.0,7.0,6.0,4.5
9sgNE2O,Barbell Decline Pullover,3,barbell,pectorals,"triceps, shoulders",chest,3,https://static.exercisedb.dev/media/9sgNE2O.gif,"Step:1 Lie down on a decline bench with your head lower than your hips and your feet secured. | Step:2 Hold the barbell with a pronated grip (palms facing away from you) and your hands slightly wider than shoulder-width apart. | Step:3 Extend your arms above your chest, keeping a slight bend in your elbows. | Step:4 Lower the barbell in an arc motion behind your head, feeling a stretch in your chest and shoulders. | Step:5 Pause for a moment, then return the barbell to the starting position by reversing the motion. | Step:6 Repeat for the desired number of repetitions.",0.0,8.5,7.5,0.0,8.0,6.0,0.0,0.0,0.0,9.0,Strength Training,3.8,3.9,7.0,7.0,3.8,5.0,7.0,7.0,7.0,6.0,4.5
3TZduzM,Barbell Incline Bench Press,3,barbell,pectorals,"shoulders, triceps",chest,3,https://static.exercisedb.dev/media/3TZduzM.gif,"Step:1 Set up an incline bench at a 45-degree angle. | Step:2 Lie down on the bench with your feet flat on the ground. | Step:3 Grasp the barbell with an overhand grip, slightly wider than shoulder-width apart. | Step:4 Unrack the barbell and lower it slowly towards your chest, keeping your elbows at a 45-degree angle. | Step:5 Pause for a moment at the bottom, then push the barbell back up to the starting position. | Step:6 Repeat for the desired number of repetitions.",0.0,8.5,7.5,0.0,8.0,6.0,0.0,0.0,0.0,9.0,Strength Training,3.8,3.9,7.0,7.0,3.8,5.0,7.0,7.0,7.0,6.0,4.5
KgI0tqW,Barbell Sumo Deadlift,3,barbell,glutes,"hamstrings, quadriceps, lower back",upper legs,4,https://static.exercisedb.dev/media/KgI0tqW.gif,"Step:1 Stand with your feet wider than shoulder-width apart, toes pointing outwards. | Step:2 Place a barbell on the ground in front of you, centered between your feet. | Step:3 Bend your knees and lower your hips, keeping your back straight and chest up, to grip the barbell with an overhand grip. | Step:4 Engage your core and drive through your heels to lift the barbell off the ground, extending your hips and knees simultaneously. | Step:5 As you lift, keep your chest up and back straight, and push your hips forward to fully engage your glutes. | Step:6 Pause for a moment at the top, then slowly lower the barbell back down to the starting position, maintaining control throughout the movement. | Step:7 Repeat for the desired number of repetitions.",0.0,8.5,7.5,0.0,8.0,6.0,0.0,0.0,0.0,9.0,Strength Training,3.8,3.9,7.0,7.0,3.8,5.0,7.0,7.0,7.0,6.0,4.5
c16nYGA,Band One Arm Twisting Chest Press,4,band,pectorals,"shoulders, triceps",chest,3,https://static.exercisedb.dev/media/c16nYGA.gif,"Step:1 Attach the band to a sturdy anchor point at chest height. | Step:2 Stand with your side facing the anchor point and grab the band with one hand. | Step:3 Step away from the anchor point to create tension in the band. | Step:4 Position your feet shoulder-width apart and slightly bend your knees. | Step:5 Bring your hand holding the band across your body, towards the opposite shoulder. | Step:6 While maintaining tension in the band, push your hand forward and away from your body, extending your arm. | Step:7 Slowly return to the starting position and repeat for the desired number of repetitions. | Step:8 Switch sides and repeat the exercise with the other hand.",0.0,8.5,7.5,0.0,8.0,6.0,0.0,0.0,0.0,9.0,Strength Training,3.8,3.9,7.0,7.0,3.8,5.5,6.0,6.0,7.0,6.0,4.5
qdRxqCj,Cable Pulldown (Pro Lat Bar),3,cable,lats,"biceps, forearms",back,3,https://static.exercisedb.dev/media/qdRxqCj.gif,"Step:1 Adjust the seat height so that your thighs are parallel to the ground and your feet are flat on the floor. | Step:2 Grasp the lat bar with an overhand grip, slightly wider than shoulder-width apart. | Step:3 Sit down and lean back slightly, keeping your chest up and your back straight. | Step:4 Pull the bar down towards your chest, squeezing your shoulder blades together. | Step:5 Pause for a moment at the bottom of the movement, then slowly release the bar back up to the starting position. | Step:6 Repeat for the desired number of repetitions.",0.0,8.5,7.5,0.0,8.0,6.0,0.0,0.0,0.0,9.0,Strength Training,3.8,3.9,7.0,7.0,3.8,5.0,7.0,7.0,7.0,6.0,4.5
fhZQPlV,Cable Twist (Up-Down),3,cable,abs,"obliques, lower back",waist,3,https://static.exercisedb.dev/media/fhZQPlV.gif,"Step:1 Stand with your feet shoulder-width apart, facing the cable machine. | Step:2 Hold the cable handle with both hands in front of your chest, keeping your arms slightly bent. | Step:3 Engage your core and slowly rotate your torso to one side, keeping your hips and legs stable. | Step:4 Pause for a moment at the end of the rotation, then slowly return to the starting position. | Step:5 Repeat the rotation to the opposite side. | Step:6 Continue alternating sides for the desired number of repetitions.",0.0,8.5,7.5,0.0,8.0,6.0,0.0,0.0,0.0,9.0,Strength Training,3.8,3.9,7.0,7.0,3.8,5.0,7.0,7.0,7.0,6.0,4.5
DU7I633,Barbell Reverse Grip Incline Bench Press,3,barbell,pectorals,"triceps, shoulders",chest,3,https://static.exercisedb.dev/media/DU7I633.gif,"Step:1 Set up an incline bench at a 45-degree angle. | Step:2 Lie down on the bench with your feet flat on the ground. | Step:3 Grasp the barbell with a reverse grip, hands slightly wider than shoulder-width apart. | Step:4 Unrack the barbell and lower it slowly towards your chest, keeping your elbows tucked in. | Step:5 Pause for a moment when the barbell touches your chest. | Step:6 Push the barbell back up to the starting position, fully extending your arms. | Step:7 Repeat for the desired number of repetitions.",0.0,8.5,7.5,0.0,8.0,6.0,0.0,0.0,0.0,9.0,Strength Training,3.8,3.9,7.0,7.0,3.8,5.0,7.0,7.0,7.0,6.0,4.5
x69MAlq,Cable Straight Arm Pulldown,3,cable,lats,"shoulders, biceps",back,3,https://static.exercisedb.dev/media/x69MAlq.gif,"Step:1 Attach a straight bar to the high pulley of a cable machine. | Step:2 Stand facing the machine with your feet shoulder-width apart. | Step:3 Grasp the bar with an overhand grip, keeping your arms straight and your palms facing down. | Step:4 Engage your lats and pull the bar down towards your thighs, keeping your arms straight throughout the movement. | Step:5 Pause for a moment at the bottom, then slowly return the bar to the starting position. | Step:6 Repeat for the desired number of repetitions.",0.0,8.5,7.5,0.0,8.0,6.0,0.0,0.0,0.0,9.0,Strength Training,3.8,3.9,7.0,7.0,3.8,5.0,7.0,7.0,7.0,6.0,4.5
ZX9UZmj,Smith Bent Over Row,3,smith machine,upper back,"biceps, forearms",back,3,https://static.exercisedb.dev/media/ZX9UZmj.gif,"Step:1 Set up the smith machine with the bar at hip height. | Step:2 Stand facing the bar with your feet shoulder-width apart. | Step:3 Bend your knees slightly and hinge forward at the hips, keeping your back straight. | Step:4 Grasp the bar with an overhand grip, hands slightly wider than shoulder-width apart. | Step:5 Pull the bar towards your lower chest, squeezing your shoulder blades together. | Step:6 Pause for a moment at the top, then slowly lower the bar back down to the starting position. | Step:7 Repeat for the desired number of repetitions.",9.0,0.0,0.0,0.0,0.0,8.5,0.0,0.0,8.0,0.0,Cardiovascular Training,2.1,5.9,0.0,0.0,2.1,4.0,6.0,7.0,7.0,6.0,2.3
wWFspEi,Smith Single Leg Split Squat,3,smith machine,quads,"glutes, hamstrings",upper legs,3,https://static.exercisedb.dev/media/wWFspEi.gif,"Step:1 Stand in front of the smith machine with your feet shoulder-width apart. | Step:2 Place one foot behind you on a bench or step, with your toes pointing forward. | Step:3 Hold onto the smith machine bar for stability. | Step:4 Bend your front knee and lower your body down into a lunge position, keeping your back straight. | Step:5 Pause for a moment at the bottom, then push through your front heel to return to the starting position. | Step:6 Repeat for the desired number of repetitions, then switch legs.",0.0,8.5,7.5,0.0,10.0,6.0,0.0,8.5,0.0,9.0,Functional Training,5.6,4.2,7.3,7.3,5.2,5.0,7.0,7.0,7.0,6.0,5.4
wDUqY2u,Cable Overhead Curl,3,cable,biceps,"forearms, shoulders",upper arms,3,https://static.exercisedb.dev/media/wDUqY2u.gif,"Step:1 Attach a straight bar to a high pulley cable machine. | Step:2 Stand facing the machine with your feet shoulder-width apart. | Step:3 Grasp the bar with an underhand grip, hands shoulder-width apart. | Step:4 Keep your elbows close to your sides and your upper arms stationary. | Step:5 Exhale and curl the bar down towards your forehead, keeping your upper arms stationary. | Step:6 Pause for a moment at the bottom of the movement, squeezing your biceps. | Step:7 Inhale and slowly return the bar to the starting position, fully extending your arms. | Step:8 Repeat for the desired number of repetitions.",0.0,8.5,7.5,0.0,8.0,6.0,0.0,0.0,0.0,9.0,Strength Training,3.8,3.9,7.0,7.0,3.8,5.0,7.0,7.0,7.0,6.0,4.5
QTXKWPh,Cable Pulldown Bicep Curl,3,cable,biceps,forearms,upper arms,2,https://static.exercisedb.dev/media/QTXKWPh.gif,"Step:1 Attach a straight bar to the cable machine at the highest setting. | Step:2 Stand facing the machine with your feet shoulder-width apart. | Step:3 Grasp the bar with an underhand grip, hands shoulder-width apart. | Step:4 Keep your elbows close to your sides and your upper arms stationary. | Step:5 Exhale and slowly curl the bar down towards your thighs, keeping your wrists straight. | Step:6 Pause for a moment at the bottom of the movement, squeezing your biceps. | Step:7 Inhale and slowly return the bar to the starting position, fully extending your arms. | Step:8 Repeat for the desired number of repetitions.",0.0,6.5,8.5,0.0,0.0,4.0,0.0,0.0,0.0,7.5,Hypertrophy Training,1.5,1.9,5.2,5.2,1.5,5.0,7.0,7.0,7.0,6.0,2.9
wPypxFY,Cable Side Bend,3,cable,abs,obliques,waist,2,https://static.exercisedb.dev/media/wPypxFY.gif,"Step:1 Stand with your feet shoulder-width apart and grasp the cable handle with one hand. | Step:2 Keep your back straight and your core engaged. | Step:3 Slowly bend sideways at the waist, lowering the cable handle towards your knee. | Step:4 Pause for a moment, then return to the starting position. | Step:5 Repeat on the other side. | Step:6 Alternate sides for the desired number of repetitions.",0.0,6.5,8.5,0.0,0.0,4.0,0.0,0.0,0.0,7.5,Hypertrophy Training,1.5,1.9,5.2,5.2,1.5,5.0,7.0,7.0,7.0,6.0,2.9
ZXnjcOQ,Cable One Arm Reverse Preacher Curl,3,cable,biceps,forearms,upper arms,2,https://static.exercisedb.dev/media/ZXnjcOQ.gif,"Step:1 Adjust the cable machine so that the pulley is at the lowest position. | Step:2 Stand facing the cable machine with your feet shoulder-width apart. | Step:3 Grasp the cable handle with an underhand grip and position your upper arm against the preacher bench pad. | Step:4 Keep your back straight and your core engaged throughout the exercise. | Step:5 Slowly curl your forearm towards your bicep, keeping your upper arm stationary against the pad. | Step:6 Pause for a moment at the top of the movement, squeezing your bicep. | Step:7 Slowly lower the cable handle back to the starting position. | Step:8 Repeat for the desired number of repetitions. | Step:9 Switch arms and repeat the exercise.",0.0,6.5,8.5,0.0,0.0,4.0,0.0,0.0,0.0,7.5,Hypertrophy Training,1.5,1.9,5.2,5.2,1.5,5.0,7.0,7.0,7.0,6.0,2.9
VjYliFZ,Cable Reverse-Grip Pushdown,3,cable,triceps,forearms,upper arms,2,https://static.exercisedb.dev/media/VjYliFZ.gif,"Step:1 Attach a straight bar to a high pulley cable machine. | Step:2 Stand facing the machine with your feet shoulder-width apart. | Step:3 Grasp the bar with an underhand grip, palms facing up, and your hands shoulder-width apart. | Step:4 Keep your elbows close to your sides and your upper arms stationary throughout the exercise. | Step:5 Using your triceps, push the bar down until your arms are fully extended and your triceps are contracted. | Step:6 Pause for a moment, then slowly return the bar to the starting position. | Step:7 Repeat for the desired number of repetitions.",0.0,6.5,8.5,0.0,0.0,4.0,0.0,0.0,0.0,7.5,Hypertrophy Training,1.5,1.9,5.2,5.2,1.5,5.0,7.0,7.0,7.0,6.0,2.9
KHGNa16,Cable Decline One Arm Press,3,cable,pectorals,"triceps, shoulders",chest,3,https://static.exercisedb.dev/media/KHGNa16.gif,"Step:1 Adjust the cable machine to a decline position. | Step:2 Stand facing away from the machine and grab the handle with one hand. | Step:3 Position yourself with your back against the decline bench and your arm extended straight in front of you. | Step:4 Bend your elbow and lower the handle towards your chest while keeping your upper arm stationary. | Step:5 Pause for a moment at the bottom, then push the handle back up to the starting position. | Step:6 Repeat for the desired number of repetitions, then switch arms.",0.0,8.5,7.5,0.0,8.0,6.0,0.0,0.0,0.0,9.0,Strength Training,3.8,3.9,7.0,7.0,3.8,5.0,7.0,7.0,7.0,6.0,4.5
Fhdtwf3,Lever One Arm Bent Over Row,3,barbell,upper back,"biceps, forearms",back,3,https://static.exercisedb.dev/media/Fhdtwf3.gif,"Step:1 Stand with your feet shoulder-width apart, knees slightly bent, and hold a barbell with an overhand grip. | Step:2 Bend forward at the hips, keeping your back straight and your head up. | Step:3 Let the barbell hang in front of you with your arms fully extended. | Step:4 Pull the barbell up towards your chest, keeping your elbows close to your body. | Step:5 Squeeze your shoulder blades together at the top of the movement. | Step:6 Lower the barbell back down to the starting position. | Step:7 Repeat for the desired number of repetitions.",9.0,0.0,0.0,0.0,0.0,8.5,0.0,0.0,8.0,0.0,Cardiovascular Training,2.1,5.9,0.0,0.0,2.1,4.0,6.0,7.0,7.0,6.0,2.3
PNtsX17,Cable Reverse-Grip Straight Back Seated High Row,3,cable,upper back,"biceps, forearms",back,3,https://static.exercisedb.dev/media/PNtsX17.gif,"Step:1 Sit on the seat facing the cable machine with your feet flat on the floor. | Step:2 Grasp the cable attachment with an underhand grip, palms facing up, and your hands shoulder-width apart. | Step:3 Keep your back straight and lean slightly forward from your hips. | Step:4 Pull the cable towards your torso by retracting your shoulder blades and squeezing your back muscles. | Step:5 Pause for a moment at the peak of the contraction, then slowly release the cable back to the starting position. | Step:6 Repeat for the desired number of repetitions.",9.0,0.0,0.0,0.0,0.0,8.5,0.0,0.0,8.0,0.0,Cardiovascular Training,2.1,5.9,0.0,0.0,2.1,4.0,6.0,7.0,7.0,6.0,2.3
aqvSOQE,Cable Cross-Over Revers Fly,3,cable,delts,"rhomboids, trapezius",shoulders,3,https://static.exercisedb.dev/media/aqvSOQE.gif,"Step:1 Attach a D-handle to each low pulley cable and stand in the middle of the cable crossover machine. | Step:2 Grasp the handles with a pronated grip (palms facing down) and take a step forward, positioning your feet shoulder-width apart. | Step:3 Bend your knees slightly and lean forward at the waist, keeping your back straight and your abs engaged. | Step:4 With your arms extended out to the sides and slightly bent at the elbows, exhale and squeeze your shoulder blades together as you pull the cables back and upward in a reverse fly motion. | Step:5 Pause for a moment at the peak contraction, then inhale and slowly return to the starting position. | Step:6 Repeat for the desired number of repetitions.",0.0,8.5,7.5,0.0,8.0,6.0,0.0,0.0,0.0,9.0,Strength Training,3.8,3.9,7.0,7.0,3.8,5.0,7.0,7.0,7.0,6.0,4.5
7saC5zz,Cable Decline Fly,3,cable,pectorals,"shoulders, triceps",chest,3,https://static.exercisedb.dev/media/7saC5zz.gif,"Step:1 Adjust the cable machine to a decline position. | Step:2 Stand facing away from the machine with your feet shoulder-width apart. | Step:3 Hold the handles with your palms facing forward and your arms extended straight out in front of you. | Step:4 Keeping a slight bend in your elbows, open your arms out to the sides in a controlled motion. | Step:5 Pause for a moment at the fully extended position, then slowly return to the starting position. | Step:6 Repeat for the desired number of repetitions.",0.0,8.5,7.5,0.0,8.0,6.0,0.0,0.0,0.0,9.0,Strength Training,3.8,3.9,7.0,7.0,3.8,5.0,7.0,7.0,7.0,6.0,4.5
