exercise_id,name,complexity_level,primary_equipment,target_muscles,secondary_muscles,body_parts,total_muscle_groups,gif_url,instructions,cardiovascular_endurance_score,muscular_strength_score,muscular_hypertrophy_score,power_development_score,functional_movement_score,calorie_expenditure_score,flexibility_mobility_score,balance_coordination_score,metabolic_conditioning_score,progressive_overload_score,primary_training_category,maintain_weight_compatibility,lose_weight_compatibility,gain_weight_compatibility,build_muscle_compatibility,improve_fitness_compatibility,sedentary_suitability,lightly_active_suitability,moderately_active_suitability,very_active_suitability,extremely_active_suitability,overall_quality_score
KWyEjtI,Precision Style Lever Bent-Over Row With V-Bar,2,leverage machine,upper back,"biceps, forearms",back,3,https://static.exercisedb.dev/media/KWyEjtI.gif,"Step:1 Adjust the seat height and position yourself facing the machine. | Step:2 Grasp the v-bar with an overhand grip, keeping your back straight and your knees slightly bent. | Step:3 Pull the v-bar towards your abdomen, squeezing your shoulder blades together. | Step:4 Pause for a moment at the top of the movement, then slowly release the weight back to the starting position. Emphasize precision control. | Step:5 Repeat for the desired number of repetitions.",9.0,0.0,0.0,0.0,0.0,8.5,0.0,0.0,8.0,0.0,Cardiovascular Training,2.1,5.9,0.0,0.0,2.1,6.0,7.0,6.0,5.0,3.0,2.3
58rdhvL,Narrow Style Band Jack Knife Sit-Up,2,band,abs,hip flexors,waist,2,https://static.exercisedb.dev/media/58rdhvL.gif,"Step:1 Lie flat on your back with your legs straight and your arms extended overhead, holding the band. | Step:2 Engage your abs and lift your legs and upper body simultaneously, bringing your hands towards your feet. | Step:3 Pause for a moment at the top, then slowly lower your legs and upper body back down to the starting position. | Step:4 Repeat for the desired number of repetitions. Focus on narrow movement.",9.0,0.0,0.0,0.0,0.0,8.5,0.0,0.0,8.0,0.0,Cardiovascular Training,2.1,5.9,0.0,0.0,2.1,7.5,7.0,6.0,5.0,3.0,2.3
8gQo5Ss,Single Style Cable Standing Crunch (With Rope Attachment),2,cable,abs,obliques,waist,2,https://static.exercisedb.dev/media/8gQo5Ss.gif,"Step:1 Attach a rope to a cable machine at chest height. | Step:2 Stand facing away from the machine with your feet shoulder-width apart. Focus on single movement. | Step:3 Hold the rope with both hands and bring it behind your head, keeping your elbows bent. | Step:4 Engage your abs and slowly crunch your torso forward, bringing your elbows towards your knees. | Step:5 Pause for a moment at the top of the crunch, then slowly return to the starting position. | Step:6 Repeat for the desired number of repetitions.",9.0,0.0,0.0,0.0,0.0,8.5,0.0,0.0,8.0,0.0,Cardiovascular Training,2.1,5.9,0.0,0.0,2.1,5.0,7.0,6.0,6.0,4.0,2.3
1oE78pm,Core Barbell Upright Row V. 2,2,barbell,delts,"traps, biceps",shoulders,3,https://static.exercisedb.dev/media/1oE78pm.gif,"Step:1 Stand with your feet shoulder-width apart and hold a barbell with an overhand grip, hands slightly wider than shoulder-width apart. | Step:2 Let the barbell hang in front of your thighs, arms fully extended. Perform with core intensity. | Step:3 Keeping your back straight, exhale and lift the barbell straight up towards your chin, leading with your elbows. | Step:4 Pause for a moment at the top, then inhale and slowly lower the barbell back down to the starting position. | Step:5 Repeat for the desired number of repetitions.",9.0,0.0,0.0,0.0,0.0,8.5,0.0,0.0,8.0,0.0,Cardiovascular Training,2.1,5.9,0.0,0.0,2.1,5.0,7.0,6.0,6.0,4.0,2.3
XE93sQZ,Dumbbell Step Up Single Leg Balance With Bicep Curl - Chair Variation,2,dumbbell,biceps,"quadriceps, glutes, hamstrings",upper arms,4,https://static.exercisedb.dev/media/XE93sQZ.gif,"Step:1 Stand in front of a step or platform with a dumbbell in each hand, palms facing your body. | Step:2 Place your right foot on the step, ensuring your entire foot is in contact with the surface. | Step:3 Engage your core and push through your right heel to lift your body up onto the step, bringing your left knee up towards your chest. | Step:4 At the top of the movement, perform a bicep curl by bending your elbows and bringing the dumbbells towards your shoulders. | Step:5 Lower the dumbbells back down and simultaneously lower your left foot back to the ground. | Step:6 (chair variation) Repeat the movement on the opposite side, stepping up with your left foot and curling the dumbbells. | Step:7 Continue alternating sides for the desired number of repetitions.",9.0,0.0,0.0,0.0,0.0,8.5,0.0,0.0,8.0,0.0,Cardiovascular Training,2.1,5.9,0.0,0.0,2.1,7.5,7.0,6.0,5.0,3.0,2.3
pgIdT6i,Band One Arm Standing Low Row - Lateral Variation,3,band,upper back,"biceps, shoulders",back,3,https://static.exercisedb.dev/media/pgIdT6i.gif,"Step:1 Attach the band to a stable anchor point at waist height. | Step:2 Stand facing the anchor point with your feet shoulder-width apart. | Step:3 Hold the band with one hand, palm facing inward, and step back to create tension in the band. | Step:4 Bend your knees slightly and hinge forward at the hips, keeping your back straight. | Step:5 Pull the band towards your waist, squeezing your shoulder blades together. | Step:6 Pause for a moment at the top of the movement, then slowly release the band back to the starting position. | Step:7 Repeat for the desired number of repetitions, then switch sides. Emphasize lateral control.",9.0,0.0,0.0,0.0,0.0,8.5,0.0,0.0,8.0,0.0,Cardiovascular Training,2.1,5.9,0.0,0.0,2.1,6.5,6.0,7.0,6.0,5.0,2.3
PCUYOMs,Pulse Style Walk Elliptical Cross Trainer,3,elliptical machine,cardiovascular system,"quadriceps, hamstrings, glutes, calves",cardio,5,https://static.exercisedb.dev/media/PCUYOMs.gif,"Step:1 Adjust the resistance level and incline of the elliptical machine to your desired settings. | Step:2 Step onto the pedals of the machine and grip the handles lightly. | Step:3 Begin by pushing down with your feet and pulling the handles towards your body. | Step:4 Continue this motion, alternating between pushing and pulling, to simulate a walking or running motion. | Step:5 Maintain a steady pace and keep your core engaged throughout the exercise. Emphasize pulse control. | Step:6 Continue for the desired duration of your cardio workout. | Step:7 Gradually decrease the intensity and speed of the machine before stepping off.",9.0,0.0,0.0,0.0,0.0,8.5,0.0,0.0,8.0,0.0,Cardiovascular Training,2.1,5.9,0.0,0.0,2.1,5.0,6.0,7.0,6.0,5.0,2.3
dAJscVq,Cable Incline Bench Row - Elite Variation,3,cable,upper back,"biceps, rear deltoids",back,3,https://static.exercisedb.dev/media/dAJscVq.gif,"Step:1 Set up an incline bench at a 45-degree angle and attach a cable handle to the low pulley. | Step:2 Sit on the bench facing the cable machine with your feet flat on the floor and your knees slightly bent. | Step:3 Grasp the cable handle with an overhand grip and extend your arms fully in front of you. Perform with elite intensity. | Step:4 Lean forward from your hips while keeping your back straight and your core engaged. | Step:5 Pull the cable handle towards your chest by retracting your shoulder blades and bending your elbows. | Step:6 Squeeze your back muscles at the top of the movement, then slowly extend your arms back to the starting position. | Step:7 Repeat for the desired number of repetitions.",9.0,0.0,0.0,0.0,0.0,8.5,0.0,0.0,8.0,0.0,Cardiovascular Training,2.1,5.9,0.0,0.0,2.1,4.0,6.0,7.0,7.0,6.0,2.3
9fCHfSc,Pointed Cable Palm Rotational Row,4,cable,upper back,"biceps, forearms",back,3,https://static.exercisedb.dev/media/9fCHfSc.gif,"Step:1 Attach a handle to a cable machine at waist height. | Step:2 Stand facing the machine with your feet shoulder-width apart. | Step:3 Grasp the handle with an overhand grip, palms facing down. | Step:4 Step back to create tension on the cable, keeping your back straight and knees slightly bent. Emphasize pointed control. | Step:5 Pull the handle towards your body, rotating your palms to face upwards as you do so. | Step:6 Squeeze your shoulder blades together at the end of the movement. | Step:7 Slowly release the handle back to the starting position. | Step:8 Repeat for the desired number of repetitions.",9.0,0.0,0.0,0.0,0.0,8.5,0.0,0.0,8.0,0.0,Cardiovascular Training,2.1,5.9,0.0,0.0,2.1,2.0,5.0,6.0,8.0,7.0,2.3
1u36hhy,Stability Lever Narrow Grip Seated Row,4,leverage machine,upper back,"biceps, forearms",back,3,https://static.exercisedb.dev/media/1u36hhy.gif,"Step:1 Adjust the seat height and footrests to ensure proper form. | Step:2 Sit on the machine with your feet flat on the footrests and your knees slightly bent. | Step:3 Grasp the handles with a narrow grip, palms facing each other. | Step:4 Keep your back straight and lean slightly forward. | Step:5 Pull the handles towards your torso, squeezing your shoulder blades together. | Step:6 Pause for a moment at the peak of the movement. | Step:7 Slowly release the handles and return to the starting position. Focus on stability movement. | Step:8 Repeat for the desired number of repetitions.",9.0,0.0,0.0,0.0,0.0,8.5,0.0,0.0,8.0,0.0,Cardiovascular Training,2.1,5.9,0.0,0.0,2.1,3.0,5.0,6.0,7.0,6.0,2.3
w44vFvP,Smith One Arm Row Linear,3,smith machine,upper back,"biceps, forearms",back,3,https://static.exercisedb.dev/media/w44vFvP.gif,"Step:1 Adjust the height of the smith machine bar to waist level. | Step:2 Stand facing the smith machine with your feet shoulder-width apart. Emphasize linear control. | Step:3 Bend your knees slightly and hinge forward at the hips, keeping your back straight. | Step:4 Grasp the bar with one hand using an overhand grip, with your palm facing down. | Step:5 Keep your elbow close to your body and pull the bar towards your waist, squeezing your shoulder blades together. | Step:6 Pause for a moment at the top of the movement, then slowly lower the bar back to the starting position. | Step:7 Repeat for the desired number of repetitions, then switch to the other arm.",9.0,0.0,0.0,0.0,0.0,8.5,0.0,0.0,8.0,0.0,Cardiovascular Training,2.1,5.9,0.0,0.0,2.1,4.0,6.0,7.0,7.0,6.0,2.3
A3P4O0R,Cable Seated Row With Reverse,2,cable,upper back,"biceps, forearms",back,3,https://static.exercisedb.dev/media/A3P4O0R.gif,"Step:1 Sit on the cable row machine with your feet flat on the footrests and your knees slightly bent. | Step:2 Grasp the handles with an overhand grip, keeping your back straight and your shoulders relaxed. | Step:3 Pull the handles towards your body, squeezing your shoulder blades together. Focus on reverse movement. | Step:4 Pause for a moment at the peak of the movement, then slowly release the handles back to the starting position. | Step:5 Repeat for the desired number of repetitions.",9.0,0.0,0.0,0.0,0.0,8.5,0.0,0.0,8.0,0.0,Cardiovascular Training,2.1,5.9,0.0,0.0,2.1,5.0,7.0,6.0,6.0,4.0,2.3
pFuK3by,Walk Elliptical Cross Trainer - Expanded Variation,3,elliptical machine,cardiovascular system,"quadriceps, hamstrings, glutes, calves",cardio,5,https://static.exercisedb.dev/media/pFuK3by.gif,"Step:1 Adjust the resistance level and incline of the elliptical machine to your desired settings. | Step:2 Step onto the pedals of the machine and grip the handles lightly. | Step:3 Begin by pushing down with your feet and pulling the handles towards your body. | Step:4 Continue this motion, alternating between pushing and pulling, to simulate a walking or running motion. Emphasize expanded control. | Step:5 Maintain a steady pace and keep your core engaged throughout the exercise. | Step:6 Continue for the desired duration of your cardio workout. | Step:7 Gradually decrease the intensity and speed of the machine before stepping off.",9.0,0.0,0.0,0.0,0.0,8.5,0.0,0.0,8.0,0.0,Cardiovascular Training,2.1,5.9,0.0,0.0,2.1,5.0,6.0,7.0,6.0,5.0,2.3
5lE7XRz,Smith Bent Over Row With Declined,3,smith machine,upper back,"biceps, forearms",back,3,https://static.exercisedb.dev/media/5lE7XRz.gif,"Step:1 Set up the smith machine with the bar at hip height. | Step:2 Stand facing the bar with your feet shoulder-width apart. | Step:3 Bend your knees slightly and hinge forward at the hips, keeping your back straight. | Step:4 Grasp the bar with an overhand grip, hands slightly wider than shoulder-width apart. | Step:5 Pull the bar towards your lower chest, squeezing your shoulder blades together. Perform with declined intensity. | Step:6 Pause for a moment at the top, then slowly lower the bar back down to the starting position. | Step:7 Repeat for the desired number of repetitions.",9.0,0.0,0.0,0.0,0.0,8.5,0.0,0.0,8.0,0.0,Cardiovascular Training,2.1,5.9,0.0,0.0,2.1,4.0,6.0,7.0,7.0,6.0,2.3
KQfySvS,Dumbbell Reverse Grip Row (Female) Hold,3,dumbbell,upper back,"biceps, forearms",back,3,https://static.exercisedb.dev/media/KQfySvS.gif,"Step:1 Stand with your feet shoulder-width apart and knees slightly bent. | Step:2 Hold a dumbbell in each hand with an overhand grip, palms facing your body. Perform with hold intensity. | Step:3 Bend forward at the waist, keeping your back straight and your core engaged. | Step:4 Let your arms hang straight down, fully extended, with a slight bend in your elbows. | Step:5 Pull the dumbbells up towards your chest, squeezing your shoulder blades together. | Step:6 Pause for a moment at the top, then slowly lower the dumbbells back down to the starting position. | Step:7 Repeat for the desired number of repetitions.",9.0,0.0,0.0,0.0,0.0,8.5,0.0,0.0,8.0,0.0,Cardiovascular Training,2.1,5.9,0.0,0.0,2.1,6.5,6.0,7.0,6.0,5.0,2.3
iCPqbki,Lever Narrow Grip Seated Row - Strength Variation,4,leverage machine,upper back,"biceps, forearms",back,3,https://static.exercisedb.dev/media/iCPqbki.gif,"Step:1 Adjust the seat height and footrests to ensure proper form. | Step:2 Sit on the machine with your feet flat on the footrests and your knees slightly bent. | Step:3 Grasp the handles with a narrow grip, palms facing each other. | Step:4 Keep your back straight and lean slightly forward. | Step:5 Pull the handles towards your torso, squeezing your shoulder blades together. | Step:6 Pause for a moment at the peak of the movement. Maintain strength form throughout. | Step:7 Slowly release the handles and return to the starting position. | Step:8 Repeat for the desired number of repetitions.",9.0,0.0,0.0,0.0,0.0,8.5,0.0,0.0,8.0,0.0,Cardiovascular Training,2.1,5.9,0.0,0.0,2.1,3.0,5.0,6.0,7.0,6.0,2.3
7858za8,Fluid Dumbbell Step-Up Lunge,3,dumbbell,quads,"glutes, hamstrings, calves",upper legs,4,https://static.exercisedb.dev/media/7858za8.gif,"Step:1 Stand in front of a step or platform with a dumbbell in each hand, palms facing your sides. | Step:2 Place your right foot on the step, ensuring your entire foot is on the surface. | Step:3 Push through your right heel and lift your body up onto the step, bringing your left foot up as well. | Step:4 (fluid variation) Once both feet are on the step, lower your left foot back down to the starting position, keeping your right foot on the step. | Step:5 Repeat the movement, alternating which foot you step up with each time. | Step:6 Continue for the desired number of repetitions.",9.0,0.0,0.0,0.0,0.0,8.5,0.0,0.0,8.0,0.0,Cardiovascular Training,2.1,5.9,0.0,0.0,2.1,6.5,6.0,7.0,6.0,5.0,2.3
1YUWDNZ,Extended Style Inverted Row,3,body weight,upper back,"biceps, forearms",back,3,https://static.exercisedb.dev/media/1YUWDNZ.gif,"Step:1 Set up a bar at waist height or use a suspension trainer. | Step:2 Stand facing the bar or suspension trainer, with your feet shoulder-width apart. | Step:3 Grab the bar or handles with an overhand grip, slightly wider than shoulder-width apart. | Step:4 Lean back, keeping your body straight and your heels on the ground. | Step:5 Pull your chest towards the bar or handles, squeezing your shoulder blades together. | Step:6 Pause for a moment at the top, then slowly lower yourself back to the starting position. | Step:7 Repeat for the desired number of repetitions. Perform with extended intensity.",9.0,0.0,0.0,0.0,0.0,8.5,0.0,0.0,8.0,0.0,Cardiovascular Training,2.1,5.9,0.0,0.0,2.1,6.5,6.0,7.0,6.0,5.0,2.3
rbu5UUb,Cross Body Crunch,2,body weight,abs,obliques,waist,2,https://static.exercisedb.dev/media/rbu5UUb.gif,"Step:1 Lie flat on your back with your knees bent and feet flat on the ground. | Step:2 Place your hands behind your head with your elbows pointing outwards. | Step:3 Engaging your abs, lift your upper body off the ground and twist to bring your right elbow towards your left knee. | Step:4 Pause for a moment at the top, then slowly lower your upper body back down to the starting position. | Step:5 Repeat on the other side, bringing your left elbow towards your right knee. | Step:6 Repeat for the desired number of repetitions.",9.0,0.0,0.0,0.0,0.0,8.5,0.0,0.0,8.0,0.0,Cardiovascular Training,2.1,5.9,0.0,0.0,2.1,7.5,7.0,6.0,5.0,3.0,2.3
50BETrz,Biceps Narrow Pull-Ups,2,body weight,biceps,"forearms, shoulders",upper arms,3,https://static.exercisedb.dev/media/50BETrz.gif,"Step:1 Hang from a pull-up bar with your palms facing towards you and your hands shoulder-width apart. | Step:2 Engage your core and pull yourself up towards the bar, focusing on using your biceps to lift your body. | Step:3 Pause for a moment at the top, then slowly lower yourself back down to the starting position. | Step:4 Repeat for the desired number of repetitions.",9.0,0.0,0.0,0.0,0.0,8.5,0.0,0.0,8.0,0.0,Cardiovascular Training,2.1,5.9,0.0,0.0,2.1,7.5,7.0,6.0,5.0,3.0,2.3
QUDd8WS,Oblique Crunches Floor,1,body weight,abs,obliques,waist,2,https://static.exercisedb.dev/media/QUDd8WS.gif,"Step:1 Lie on your back with your knees bent and feet flat on the floor. | Step:2 Place your hands behind your head or cross them over your chest. | Step:3 Engage your abs and lift your shoulder blades off the floor, rotating your torso to one side. | Step:4 Pause for a moment, then lower your shoulder blades back down to the floor. | Step:5 Repeat on the other side, alternating sides with each repetition.",9.0,0.0,0.0,0.0,0.0,8.5,0.0,0.0,8.0,0.0,Cardiovascular Training,2.1,5.9,0.0,0.0,2.1,8.5,6.0,5.0,3.0,3.0,2.3
QjE2DcA,Dumbbell Step-Up Split Squat,3,dumbbell,quads,"glutes, hamstrings, calves",upper legs,4,https://static.exercisedb.dev/media/QjE2DcA.gif,"Step:1 Stand in front of a bench or step with a dumbbell in each hand, palms facing your body. | Step:2 Place your right foot on the bench or step, ensuring your entire foot is in contact with the surface. | Step:3 Step up onto the bench or step with your right foot, pushing through your heel to lift your body up. | Step:4 As you step up, simultaneously lift your left knee towards your chest. | Step:5 Pause at the top of the movement, then slowly lower your left foot back to the ground while keeping your right foot on the bench or step. | Step:6 Repeat the movement with your left foot on the bench or step. | Step:7 Continue alternating between your right and left foot for the desired number of repetitions.",9.0,0.0,0.0,0.0,0.0,8.5,0.0,0.0,8.0,0.0,Cardiovascular Training,2.1,5.9,0.0,0.0,2.1,6.5,6.0,7.0,6.0,5.0,2.3
kesXOpB,Cable Decline Seated Wide-Grip Row,3,cable,upper back,"biceps, forearms",back,3,https://static.exercisedb.dev/media/kesXOpB.gif,"Step:1 Sit on the decline bench facing the cable machine with your feet securely placed on the footrests. | Step:2 Grasp the cable attachment with a wide overhand grip, palms facing down. | Step:3 Lean back slightly, keeping your back straight and your core engaged. | Step:4 Pull the cable towards your lower chest, squeezing your shoulder blades together. | Step:5 Pause for a moment at the peak of the contraction, then slowly release the cable back to the starting position. | Step:6 Repeat for the desired number of repetitions.",9.0,0.0,0.0,0.0,0.0,8.5,0.0,0.0,8.0,0.0,Cardiovascular Training,2.1,5.9,0.0,0.0,2.1,4.0,6.0,7.0,7.0,6.0,2.3
rjtuP6X,Walk Elliptical Cross Trainer,3,elliptical machine,cardiovascular system,"quadriceps, hamstrings, glutes, calves",cardio,5,https://static.exercisedb.dev/media/rjtuP6X.gif,"Step:1 Adjust the resistance level and incline of the elliptical machine to your desired settings. | Step:2 Step onto the pedals of the machine and grip the handles lightly. | Step:3 Begin by pushing down with your feet and pulling the handles towards your body. | Step:4 Continue this motion, alternating between pushing and pulling, to simulate a walking or running motion. | Step:5 Maintain a steady pace and keep your core engaged throughout the exercise. | Step:6 Continue for the desired duration of your cardio workout. | Step:7 Gradually decrease the intensity and speed of the machine before stepping off.",9.0,0.0,0.0,0.0,0.0,8.5,0.0,0.0,8.0,0.0,Cardiovascular Training,2.1,5.9,0.0,0.0,2.1,5.0,6.0,7.0,6.0,5.0,2.3
g9AsZ8P,Kettlebell One Arm Row,2,kettlebell,upper back,"biceps, forearms",back,3,https://static.exercisedb.dev/media/g9AsZ8P.gif,"Step:1 Stand with your feet shoulder-width apart, holding a kettlebell in one hand with an overhand grip. | Step:2 Bend your knees slightly and hinge forward at the hips, keeping your back straight and your core engaged. | Step:3 Pull the kettlebell up towards your chest, keeping your elbow close to your body and squeezing your shoulder blades together. | Step:4 Pause for a moment at the top, then slowly lower the kettlebell back down to the starting position. | Step:5 Repeat for the desired number of repetitions, then switch sides and repeat with the other arm.",9.0,0.0,0.0,0.0,0.0,8.5,0.0,0.0,8.0,0.0,Cardiovascular Training,2.1,5.9,0.0,0.0,2.1,7.5,7.0,6.0,5.0,3.0,2.3
ZSJNetl,Cable High Row (Kneeling),3,cable,upper back,"biceps, shoulders",back,3,https://static.exercisedb.dev/media/ZSJNetl.gif,"Step:1 Attach a straight bar to a cable machine at chest height. | Step:2 Kneel down in front of the cable machine and grab the bar with an overhand grip, hands shoulder-width apart. | Step:3 Sit back on your heels, keeping your back straight and your core engaged. | Step:4 Pull the bar towards your upper abdomen, squeezing your shoulder blades together. | Step:5 Pause for a moment at the top of the movement, then slowly release the bar back to the starting position. | Step:6 Repeat for the desired number of repetitions.",9.0,0.0,0.0,0.0,0.0,8.5,0.0,0.0,8.0,0.0,Cardiovascular Training,2.1,5.9,0.0,0.0,2.1,4.0,6.0,7.0,7.0,6.0,2.3
elhhVgj,Barbell Narrow Stance Squat,3,barbell,glutes,"quadriceps, hamstrings, calves",upper legs,4,https://static.exercisedb.dev/media/elhhVgj.gif,"Step:1 Stand with your feet shoulder-width apart and toes pointing slightly outward. | Step:2 Hold the barbell across your upper back, resting it on your traps or rear delts. | Step:3 Engage your core and keep your chest up as you slowly lower your body by bending your knees and pushing your hips back. | Step:4 Continue lowering until your thighs are parallel to the ground or slightly below. | Step:5 Pause for a moment, then push through your heels to return to the starting position. | Step:6 Repeat for the desired number of repetitions.",9.0,0.0,0.0,0.0,0.0,8.5,0.0,0.0,8.0,0.0,Cardiovascular Training,2.1,5.9,0.0,0.0,2.1,4.0,6.0,7.0,7.0,6.0,2.3
LuBEORI,Lever Bent-Over Row With V-Bar,2,leverage machine,upper back,"biceps, forearms",back,3,https://static.exercisedb.dev/media/LuBEORI.gif,"Step:1 Adjust the seat height and position yourself facing the machine. | Step:2 Grasp the v-bar with an overhand grip, keeping your back straight and your knees slightly bent. | Step:3 Pull the v-bar towards your abdomen, squeezing your shoulder blades together. | Step:4 Pause for a moment at the top of the movement, then slowly release the weight back to the starting position. | Step:5 Repeat for the desired number of repetitions.",9.0,0.0,0.0,0.0,0.0,8.5,0.0,0.0,8.0,0.0,Cardiovascular Training,2.1,5.9,0.0,0.0,2.1,6.0,7.0,6.0,5.0,3.0,2.3
szIn2UK,Negative Crunch,1,body weight,abs,hip flexors,waist,2,https://static.exercisedb.dev/media/szIn2UK.gif,"Step:1 Lie flat on your back with your knees bent and feet flat on the ground. | Step:2 Place your hands behind your head with your elbows pointing outwards. | Step:3 Engaging your abs, slowly lift your upper body off the ground, curling forward until your torso is at a 45-degree angle. | Step:4 Pause for a moment at the top, then slowly lower your upper body back down to the starting position. | Step:5 Repeat for the desired number of repetitions.",9.0,0.0,0.0,0.0,0.0,8.5,0.0,0.0,8.0,0.0,Cardiovascular Training,2.1,5.9,0.0,0.0,2.1,8.5,6.0,5.0,3.0,3.0,2.3
EIsE3u8,Cable One Arm Bent Over Row,3,cable,upper back,"biceps, forearms",back,3,https://static.exercisedb.dev/media/EIsE3u8.gif,"Step:1 Stand facing a cable machine with your feet shoulder-width apart. | Step:2 Bend your knees slightly and hinge forward at the hips, keeping your back straight. | Step:3 Grasp the cable handle with one hand, palm facing inward, and extend your arm fully. | Step:4 Pull the cable handle towards your body, keeping your elbow close to your side, until your hand reaches your lower chest. | Step:5 Pause for a moment, then slowly extend your arm back to the starting position. | Step:6 Repeat for the desired number of repetitions, then switch sides.",9.0,0.0,0.0,0.0,0.0,8.5,0.0,0.0,8.0,0.0,Cardiovascular Training,2.1,5.9,0.0,0.0,2.1,4.0,6.0,7.0,7.0,6.0,2.3
jdiExfW,Inverted Row With Straps,3,body weight,upper back,"biceps, forearms",back,3,https://static.exercisedb.dev/media/jdiExfW.gif,"Step:1 Set up a suspension trainer or straps at chest height. | Step:2 Stand facing the anchor point and grab the handles with an overhand grip. | Step:3 Walk your feet forward, leaning back until your body is at an angle. | Step:4 Keep your body straight and engage your core. | Step:5 Pull your chest towards the handles, squeezing your shoulder blades together. | Step:6 Pause for a moment at the top, then slowly lower yourself back to the starting position. | Step:7 Repeat for the desired number of repetitions.",9.0,0.0,0.0,0.0,0.0,8.5,0.0,0.0,8.0,0.0,Cardiovascular Training,2.1,5.9,0.0,0.0,2.1,6.5,6.0,7.0,6.0,5.0,2.3
7I6LNUG,Lever Seated Row,4,leverage machine,upper back,"biceps, forearms",back,3,https://static.exercisedb.dev/media/7I6LNUG.gif,"Step:1 Adjust the seat height and footrests to a comfortable position. | Step:2 Sit on the machine with your chest against the pad and your feet on the footrests. | Step:3 Grasp the handles with an overhand grip, shoulder-width apart. | Step:4 Keep your back straight and your core engaged. | Step:5 Pull the handles towards your body, squeezing your shoulder blades together. | Step:6 Pause for a moment at the peak of the movement. | Step:7 Slowly release the handles and return to the starting position. | Step:8 Repeat for the desired number of repetitions.",9.0,0.0,0.0,0.0,0.0,8.5,0.0,0.0,8.0,0.0,Cardiovascular Training,2.1,5.9,0.0,0.0,2.1,3.0,5.0,6.0,7.0,6.0,2.3
ZnJHhMk,Lever Seated Crunch (Chest Pad),2,leverage machine,abs,obliques,waist,2,https://static.exercisedb.dev/media/ZnJHhMk.gif,"Step:1 Adjust the seat height and chest pad position according to your comfort. | Step:2 Sit on the machine with your back against the chest pad and your feet flat on the floor. | Step:3 Grasp the handles or side bars for stability. | Step:4 Engage your abs and slowly lean back, allowing the chest pad to move with you. | Step:5 Pause for a moment at the maximum contraction, feeling the tension in your abs. | Step:6 Slowly return to the starting position by contracting your abs and pulling yourself back up. | Step:7 Repeat for the desired number of repetitions.",9.0,0.0,0.0,0.0,0.0,8.5,0.0,0.0,8.0,0.0,Cardiovascular Training,2.1,5.9,0.0,0.0,2.1,6.0,7.0,6.0,5.0,3.0,2.3
cJgSTmh,Oblique Crunch V. 2,2,body weight,abs,obliques,waist,2,https://static.exercisedb.dev/media/cJgSTmh.gif,"Step:1 Lie on your back with your knees bent and feet flat on the ground. | Step:2 Place your hands behind your head or cross them over your chest. | Step:3 Engage your abs and lift your shoulder blades off the ground, rotating your torso to one side. | Step:4 Pause for a moment, then lower your shoulder blades back down to the starting position. | Step:5 Repeat on the other side. | Step:6 Continue alternating sides for the desired number of repetitions.",9.0,0.0,0.0,0.0,0.0,8.5,0.0,0.0,8.0,0.0,Cardiovascular Training,2.1,5.9,0.0,0.0,2.1,7.5,7.0,6.0,5.0,3.0,2.3
FFRP97T,Frog Crunch,1,body weight,abs,hip flexors,waist,2,https://static.exercisedb.dev/media/FFRP97T.gif,"Step:1 Lie flat on your back with your knees bent and feet flat on the ground. | Step:2 Place your hands behind your head with your elbows pointing outwards. | Step:3 Engaging your abs, lift your upper body off the ground, curling forward until your torso is at a 45-degree angle. | Step:4 Pause for a moment at the top, then slowly lower your upper body back down to the starting position. | Step:5 Repeat for the desired number of repetitions.",9.0,0.0,0.0,0.0,0.0,8.5,0.0,0.0,8.0,0.0,Cardiovascular Training,2.1,5.9,0.0,0.0,2.1,8.5,6.0,5.0,3.0,3.0,2.3
yaMIo4D,Cable Incline Bench Row,3,cable,upper back,"biceps, rear deltoids",back,3,https://static.exercisedb.dev/media/yaMIo4D.gif,"Step:1 Set up an incline bench at a 45-degree angle and attach a cable handle to the low pulley. | Step:2 Sit on the bench facing the cable machine with your feet flat on the floor and your knees slightly bent. | Step:3 Grasp the cable handle with an overhand grip and extend your arms fully in front of you. | Step:4 Lean forward from your hips while keeping your back straight and your core engaged. | Step:5 Pull the cable handle towards your chest by retracting your shoulder blades and bending your elbows. | Step:6 Squeeze your back muscles at the top of the movement, then slowly extend your arms back to the starting position. | Step:7 Repeat for the desired number of repetitions.",9.0,0.0,0.0,0.0,0.0,8.5,0.0,0.0,8.0,0.0,Cardiovascular Training,2.1,5.9,0.0,0.0,2.1,4.0,6.0,7.0,7.0,6.0,2.3
X3cqyXz,Lever Bent Over Row,3,barbell,upper back,"biceps, forearms",back,3,https://static.exercisedb.dev/media/X3cqyXz.gif,"Step:1 Stand with your feet shoulder-width apart and knees slightly bent. | Step:2 Hold the barbell with an overhand grip, hands slightly wider than shoulder-width apart. | Step:3 Bend forward at the hips, keeping your back straight and chest up. | Step:4 Pull the barbell towards your lower chest, squeezing your shoulder blades together. | Step:5 Pause for a moment at the top, then slowly lower the barbell back to the starting position. | Step:6 Repeat for the desired number of repetitions.",9.0,0.0,0.0,0.0,0.0,8.5,0.0,0.0,8.0,0.0,Cardiovascular Training,2.1,5.9,0.0,0.0,2.1,4.0,6.0,7.0,7.0,6.0,2.3
