exercise_id,name,complexity_level,primary_equipment,target_muscles,secondary_muscles,body_parts,total_muscle_groups,gif_url,instructions,cardiovascular_endurance_score,muscular_strength_score,muscular_hypertrophy_score,power_development_score,functional_movement_score,calorie_expenditure_score,flexibility_mobility_score,balance_coordination_score,metabolic_conditioning_score,progressive_overload_score,primary_training_category,maintain_weight_compatibility,lose_weight_compatibility,gain_weight_compatibility,build_muscle_compatibility,improve_fitness_compatibility,sedentary_suitability,lightly_active_suitability,moderately_active_suitability,very_active_suitability,extremely_active_suitability,overall_quality_score
xNrS20v,Barbell Reverse Curl,2,barbell,biceps,forearms,upper arms,2,https://static.exercisedb.dev/media/xNrS20v.gif,"Step:1 Stand up straight with your feet shoulder-width apart and hold a barbell with an overhand grip, palms facing down. | Step:2 Keep your upper arms stationary and exhale as you curl the barbell upward, contracting your biceps. | Step:3 Continue to raise the barbell until your biceps are fully contracted and the barbell is at shoulder level. | Step:4 Hold the contracted position for a brief pause as you squeeze your biceps. | Step:5 Inhale as you slowly lower the barbell back to the starting position, keeping your upper arms stationary. | Step:6 Repeat for the desired number of repetitions.",0.0,6.5,8.5,0.0,0.0,4.0,0.0,0.0,0.0,7.5,Hypertrophy Training,1.5,1.9,5.2,5.2,1.5,6.0,8.0,6.0,6.0,4.0,2.9
CFN9P8G,Ez Bar French Press On Exercise Ball,2,ez barbell,triceps,shoulders,upper arms,2,https://static.exercisedb.dev/media/CFN9P8G.gif,"Step:1 Sit on an exercise ball and hold an EZ barbell with an overhand grip. | Step:2 Extend your arms straight up, keeping your elbows close to your head. | Step:3 Slowly lower the barbell behind your head by bending your elbows. | Step:4 Pause for a moment, then extend your arms back up to the starting position. | Step:5 Repeat for the desired number of repetitions.",0.0,6.5,8.5,0.0,0.0,4.0,0.0,0.0,0.0,7.5,Hypertrophy Training,1.5,1.9,5.2,5.2,1.5,7.0,8.0,6.0,5.0,3.0,2.9
KWdF2JI,Cable Kneeling Triceps Extension,2,cable,triceps,shoulders,upper arms,2,https://static.exercisedb.dev/media/KWdF2JI.gif,"Step:1 Attach a rope handle to a high pulley and kneel down facing the cable machine. | Step:2 Grasp the rope with a neutral grip (palms facing each other) and bring your hands to the sides of your head. | Step:3 Keep your elbows close to your head and your upper arms stationary throughout the exercise. | Step:4 Extend your forearms by contracting your triceps until your arms are fully extended. | Step:5 Pause for a moment, then slowly return to the starting position by bending your elbows. | Step:6 Repeat for the desired number of repetitions.",0.0,6.5,8.5,0.0,0.0,4.0,0.0,0.0,0.0,7.5,Hypertrophy Training,1.5,1.9,5.2,5.2,1.5,6.0,8.0,6.0,6.0,4.0,2.9
NL6YBwN,Dumbbell Decline One Arm Fly,3,dumbbell,pectorals,shoulders,chest,2,https://static.exercisedb.dev/media/NL6YBwN.gif,"Step:1 Lie down on a decline bench with a dumbbell in one hand, resting it on your thigh. | Step:2 Using your thigh to help raise the dumbbell, lift it up to shoulder width with your palm facing your torso. | Step:3 Rotate your wrist so that the palm of your hand is facing forward. | Step:4 As you breathe in, lower the dumbbell slowly to the side until you feel a stretch in your chest. | Step:5 Exhale and use your chest muscles to bring the dumbbell back up to the starting position. | Step:6 Repeat for the desired number of repetitions, then switch arms.",0.0,6.5,8.5,0.0,0.0,4.0,0.0,0.0,0.0,7.5,Hypertrophy Training,1.5,1.9,5.2,5.2,1.5,7.5,7.0,7.0,6.0,5.0,2.9
HPlPoQA,Cable Hammer Curl (With Rope),2,cable,biceps,forearms,upper arms,2,https://static.exercisedb.dev/media/HPlPoQA.gif,"Step:1 Stand upright with your feet shoulder-width apart and a slight bend in your knees. | Step:2 Hold the cable rope attachment with an underhand grip, palms facing each other, and your arms fully extended. | Step:3 Keeping your upper arms stationary, exhale and curl the weights while contracting your biceps. | Step:4 Continue to raise the cable rope attachment until your biceps are fully contracted and the rope is at shoulder level. | Step:5 Hold the contracted position for a brief pause as you squeeze your biceps. | Step:6 Inhale and slowly begin to lower the cable rope attachment back to the starting position. | Step:7 Repeat for the desired number of repetitions.",0.0,6.5,8.5,0.0,0.0,4.0,0.0,0.0,0.0,7.5,Hypertrophy Training,1.5,1.9,5.2,5.2,1.5,6.0,8.0,6.0,6.0,4.0,2.9
zILLZ98,Smith Machine Bicep Curl,3,smith machine,biceps,forearms,upper arms,2,https://static.exercisedb.dev/media/zILLZ98.gif,"Step:1 Adjust the height of the smith machine bar to be at waist level. | Step:2 Stand facing the smith machine with your feet shoulder-width apart. | Step:3 Grasp the bar with an underhand grip, hands slightly wider than shoulder-width apart. | Step:4 Keep your elbows close to your sides and your upper arms stationary. | Step:5 Exhale and curl the bar up towards your shoulders, contracting your biceps. | Step:6 Pause for a moment at the top of the movement, squeezing your biceps. | Step:7 Inhale and slowly lower the bar back down to the starting position. | Step:8 Repeat for the desired number of repetitions.",0.0,6.5,8.5,0.0,0.0,4.0,0.0,0.0,0.0,7.5,Hypertrophy Training,1.5,1.9,5.2,5.2,1.5,5.0,7.0,7.0,7.0,6.0,2.9
qAmNMJY,Dumbbell High Curl,1,dumbbell,biceps,forearms,upper arms,2,https://static.exercisedb.dev/media/qAmNMJY.gif,"Step:1 Stand up straight with a dumbbell in each hand, palms facing forward. | Step:2 Keep your upper arms stationary and curl the dumbbells as high as possible while contracting your biceps. | Step:3 Pause for a moment at the top, then slowly lower the dumbbells back to the starting position. | Step:4 Repeat for the desired number of repetitions.",0.0,6.5,8.5,0.0,0.0,4.0,0.0,0.0,0.0,7.5,Hypertrophy Training,1.5,1.9,5.2,5.2,1.5,9.5,7.0,5.0,3.0,3.0,2.9
o5Jsk92,Dumbbell One Arm Bench Fly,3,dumbbell,pectorals,shoulders,chest,2,https://static.exercisedb.dev/media/o5Jsk92.gif,"Step:1 Sit on a flat bench with a dumbbell in one hand, resting it on top of your thigh. | Step:2 Lie back on the bench, keeping the dumbbell pressed against your thigh. | Step:3 Using your free hand, help lift the dumbbell up to the starting position. | Step:4 Hold the dumbbell directly above your shoulder with your arm extended and palm facing inward. | Step:5 Lower the dumbbell out to the side in a wide arc, keeping a slight bend in your elbow. | Step:6 Pause when your arm is parallel to the ground, then reverse the movement and bring the dumbbell back to the starting position. | Step:7 Repeat for the desired number of repetitions, then switch arms and repeat.",0.0,6.5,8.5,0.0,0.0,4.0,0.0,0.0,0.0,7.5,Hypertrophy Training,1.5,1.9,5.2,5.2,1.5,7.5,7.0,7.0,6.0,5.0,2.9
M8IolhQ,Ez Barbell Close Grip Preacher Curl - Precision Variation,2,ez barbell,biceps,forearms,upper arms,2,https://static.exercisedb.dev/media/M8IolhQ.gif,"Step:1 Sit on a preacher curl bench and place your upper arms on the pad, gripping the ez barbell with an underhand grip. | Step:2 Rest your triceps on the pad and fully extend your arms, keeping your back straight. | Step:3 Slowly curl the barbell towards your shoulders, contracting your biceps. | Step:4 Pause for a moment at the top, squeezing your biceps. | Step:5 Lower the barbell back to the starting position, fully extending your arms. | Step:6 Repeat for the desired number of repetitions. Emphasize precision control.",0.0,6.5,8.5,0.0,0.0,4.0,0.0,0.0,0.0,7.5,Hypertrophy Training,1.5,1.9,5.2,5.2,1.5,7.0,8.0,6.0,5.0,3.0,2.9
1TVoin7,Barbell Lying Triceps Extension Double,1,barbell,triceps,shoulders,upper arms,2,https://static.exercisedb.dev/media/1TVoin7.gif,"Step:1 Lie flat on a bench with your feet flat on the ground and your head at the end of the bench. | Step:2 Hold the barbell with an overhand grip, hands shoulder-width apart, and extend your arms straight up over your chest. | Step:3 Keeping your upper arms stationary, slowly lower the barbell towards your forehead by bending your elbows. Focus on double movement. | Step:4 Pause for a moment at the bottom, then extend your arms back up to the starting position. | Step:5 Repeat for the desired number of repetitions.",0.0,6.5,8.5,0.0,0.0,4.0,0.0,0.0,0.0,7.5,Hypertrophy Training,1.5,1.9,5.2,5.2,1.5,7.0,7.0,5.0,4.0,4.0,2.9
syUwUKY,Rotated Dumbbell Pronate-Grip Triceps Extension,1,dumbbell,triceps,forearms,upper arms,2,https://static.exercisedb.dev/media/syUwUKY.gif,"Step:1 Sit on a bench or chair with your back straight and feet flat on the ground. | Step:2 Hold a dumbbell with both hands, palms facing down, and extend your arms straight up overhead. | Step:3 Keeping your upper arms close to your head and elbows pointing forward, slowly lower the dumbbell behind your head by bending your elbows. | Step:4 Pause for a moment, then extend your arms back up to the starting position. | Step:5 Repeat for the desired number of repetitions. Focus on rotated movement.",0.0,6.5,8.5,0.0,0.0,4.0,0.0,0.0,0.0,7.5,Hypertrophy Training,1.5,1.9,5.2,5.2,1.5,9.5,7.0,5.0,3.0,3.0,2.9
omsF3RN,Dynamic Style Band Side Triceps Extension,1,band,triceps,shoulders,upper arms,2,https://static.exercisedb.dev/media/omsF3RN.gif,"Step:1 Stand with your feet shoulder-width apart and hold the band with both hands, palms facing down. | Step:2 Extend your arms straight out to the sides, keeping them parallel to the ground. | Step:3 Slowly bend your elbows and bring your hands towards your shoulders, keeping your upper arms still. | Step:4 Pause for a moment, then slowly extend your arms back out to the starting position. | Step:5 (dynamic variation) Repeat for the desired number of repetitions.",0.0,6.5,8.5,0.0,0.0,4.0,0.0,0.0,0.0,7.5,Hypertrophy Training,1.5,1.9,5.2,5.2,1.5,9.5,7.0,5.0,3.0,3.0,2.9
Ul5OFSV,Resistance Band Leg Extension Declined,1,resistance band,quads,hamstrings,upper legs,2,https://static.exercisedb.dev/media/Ul5OFSV.gif,"Step:1 Attach the resistance band to a sturdy anchor point and secure it around your ankle. | Step:2 Stand facing the anchor point with your feet shoulder-width apart. | Step:3 Keeping your core engaged and your upper body stable, extend your leg straight out in front of you. | Step:4 Pause for a moment at the top, then slowly return your leg to the starting position. Focus on declined movement. | Step:5 Repeat for the desired number of repetitions, then switch legs.",0.0,6.5,8.5,0.0,0.0,4.0,0.0,0.0,0.0,7.5,Hypertrophy Training,1.5,1.9,5.2,5.2,1.5,8.0,7.0,5.0,3.0,3.0,2.9
8yBgwBS,Cable Concentration Curl Tempo,1,cable,biceps,forearms,upper arms,2,https://static.exercisedb.dev/media/8yBgwBS.gif,"Step:1 Sit on a bench or chair with your feet flat on the floor and your knees slightly bent. | Step:2 Hold the cable handle with an underhand grip and rest your elbow against the inside of your thigh. Focus on tempo movement. | Step:3 Keeping your upper arm stationary, exhale and curl the cable handle towards your shoulder while contracting your biceps. | Step:4 Pause for a moment at the top of the movement, then inhale and slowly lower the cable handle back to the starting position. | Step:5 Repeat for the desired number of repetitions, then switch arms.",0.0,6.5,8.5,0.0,0.0,4.0,0.0,0.0,0.0,7.5,Hypertrophy Training,1.5,1.9,5.2,5.2,1.5,7.0,7.0,5.0,4.0,4.0,2.9
EqHIIjJ,Barbell Reverse Preacher Curl Inclined,2,barbell,biceps,forearms,upper arms,2,https://static.exercisedb.dev/media/EqHIIjJ.gif,"Step:1 Sit on a preacher bench with your chest against the pad and your arms extended straight down, holding a barbell with an overhand grip. | Step:2 Keeping your upper arms stationary, exhale and curl the barbell upward while contracting your biceps. | Step:3 Continue to raise the barbell until your biceps are fully contracted and the barbell is at shoulder level. Perform with inclined intensity. | Step:4 Hold the contracted position for a brief pause as you squeeze your biceps. | Step:5 Inhale and slowly lower the barbell back to the starting position. | Step:6 Repeat for the desired number of repetitions.",0.0,6.5,8.5,0.0,0.0,4.0,0.0,0.0,0.0,7.5,Hypertrophy Training,1.5,1.9,5.2,5.2,1.5,6.0,8.0,6.0,6.0,4.0,2.9
7y9JIMj,Lever Reverse Grip Preacher Curl With Precision,2,leverage machine,biceps,forearms,upper arms,2,https://static.exercisedb.dev/media/7y9JIMj.gif,"Step:1 Adjust the seat height and position yourself on the leverage machine. | Step:2 Grasp the handles with an underhand grip, palms facing up. | Step:3 Rest your upper arms on the preacher pad, ensuring your elbows are fully extended. Maintain precision form throughout. | Step:4 Keeping your upper arms stationary, exhale and curl the handles towards your shoulders. | Step:5 Pause for a moment at the top of the movement, squeezing your biceps. | Step:6 Inhale and slowly lower the handles back to the starting position, fully extending your elbows. | Step:7 Repeat for the desired number of repetitions.",0.0,6.5,8.5,0.0,0.0,4.0,0.0,0.0,0.0,7.5,Hypertrophy Training,1.5,1.9,5.2,5.2,1.5,7.0,8.0,6.0,5.0,3.0,2.9
Um8xUAc,Barbell Prone Incline Curl With Intensive,3,barbell,biceps,forearms,upper arms,2,https://static.exercisedb.dev/media/Um8xUAc.gif,"Step:1 Set up an incline bench at a 45-degree angle. | Step:2 Lie face down on the bench with your chest and stomach resting against it. | Step:3 Hold a barbell with an underhand grip, shoulder-width apart. | Step:4 Extend your arms fully, allowing the barbell to hang down towards the floor. | Step:5 Keeping your upper arms stationary, exhale and curl the weights while contracting your biceps. | Step:6 Continue to raise the barbell until your biceps are fully contracted and the bar is at shoulder level. | Step:7 (intensive variation) Hold the contracted position for a brief pause as you squeeze your biceps. | Step:8 Inhale and slowly begin to lower the barbell back to the starting position. | Step:9 Repeat for the desired number of repetitions.",0.0,6.5,8.5,0.0,0.0,4.0,0.0,0.0,0.0,7.5,Hypertrophy Training,1.5,1.9,5.2,5.2,1.5,5.0,7.0,7.0,7.0,6.0,2.9
AdxxqfF,Barbell Standing Reverse Grip Curl Resistance,2,barbell,biceps,forearms,upper arms,2,https://static.exercisedb.dev/media/AdxxqfF.gif,"Step:1 Stand up straight with your feet shoulder-width apart and hold a barbell with an underhand grip, palms facing up. | Step:2 Keep your elbows close to your torso and your upper arms stationary. | Step:3 Exhale and curl the weights while contracting your biceps, bringing the barbell as close to your shoulders as possible. | Step:4 Hold the contracted position for a brief pause as you squeeze your biceps. | Step:5 Inhale and slowly lower the barbell back to the starting position. | Step:6 Repeat for the desired number of repetitions. Focus on resistance movement.",0.0,6.5,8.5,0.0,0.0,4.0,0.0,0.0,0.0,7.5,Hypertrophy Training,1.5,1.9,5.2,5.2,1.5,6.0,8.0,6.0,6.0,4.0,2.9
UOphC6N,Cable Side Bend Smooth,3,cable,abs,obliques,waist,2,https://static.exercisedb.dev/media/UOphC6N.gif,"Step:1 Stand with your feet shoulder-width apart and grasp the cable handle with one hand. | Step:2 Keep your back straight and your core engaged. | Step:3 Slowly bend sideways at the waist, lowering the cable handle towards your knee. | Step:4 Pause for a moment, then return to the starting position. Focus on smooth movement. | Step:5 Repeat on the other side. | Step:6 Alternate sides for the desired number of repetitions.",0.0,6.5,8.5,0.0,0.0,4.0,0.0,0.0,0.0,7.5,Hypertrophy Training,1.5,1.9,5.2,5.2,1.5,5.0,7.0,7.0,7.0,6.0,2.9
9tvVVM9,Flexible Cable Triceps Pushdown (V-Bar),4,cable,triceps,forearms,upper arms,2,https://static.exercisedb.dev/media/9tvVVM9.gif,"Step:1 Attach a v-bar attachment to the cable machine at the highest setting. | Step:2 Stand facing the cable machine with your feet shoulder-width apart. | Step:3 Grasp the v-bar with an overhand grip, palms facing down, and your hands shoulder-width apart. | Step:4 Keep your elbows close to your sides and your upper arms stationary throughout the exercise. | Step:5 Engage your triceps and exhale as you push the v-bar down until your arms are fully extended. Perform with flexible intensity. | Step:6 Pause for a moment at the bottom of the movement, squeezing your triceps. | Step:7 Inhale as you slowly return the v-bar to the starting position, maintaining control. | Step:8 Repeat for the desired number of repetitions.",0.0,6.5,8.5,0.0,0.0,4.0,0.0,0.0,0.0,7.5,Hypertrophy Training,1.5,1.9,5.2,5.2,1.5,3.0,6.0,6.0,8.0,7.0,2.9
xmWQIlT,Hold Style Dumbbell Alternating Seated Bicep Curl On Exercise Ball,2,dumbbell,biceps,forearms,upper arms,2,https://static.exercisedb.dev/media/xmWQIlT.gif,"Step:1 Sit on an exercise ball with your feet flat on the ground and your back straight. | Step:2 Hold a dumbbell in each hand with your palms facing forward and your arms fully extended. | Step:3 Keeping your upper arms stationary, exhale and curl one dumbbell while rotating your forearm until your palm is facing your shoulder. | Step:4 (hold variation) Inhale and slowly lower the dumbbell back to the starting position. | Step:5 Repeat the curl with the other arm. | Step:6 Continue alternating curls for the desired number of repetitions.",0.0,6.5,8.5,0.0,0.0,4.0,0.0,0.0,0.0,7.5,Hypertrophy Training,1.5,1.9,5.2,5.2,1.5,8.5,8.0,6.0,5.0,3.0,2.9
w7obpWd,Active Style Cable Pushdown,3,cable,triceps,forearms,upper arms,2,https://static.exercisedb.dev/media/w7obpWd.gif,"Step:1 Attach a straight bar to a high pulley cable machine. | Step:2 Stand facing the machine with your feet shoulder-width apart and a slight bend in your knees. | Step:3 Grasp the bar with an overhand grip, hands shoulder-width apart. | Step:4 Keep your elbows close to your sides and your upper arms stationary. | Step:5 Exhale and push the bar down until your elbows are fully extended. | Step:6 Pause for a moment, then inhale and slowly return the bar to the starting position. Maintain active form throughout. | Step:7 Repeat for the desired number of repetitions.",0.0,6.5,8.5,0.0,0.0,4.0,0.0,0.0,0.0,7.5,Hypertrophy Training,1.5,1.9,5.2,5.2,1.5,5.0,7.0,7.0,7.0,6.0,2.9
QQwxa8g,Intermediate Style Dumbbell Preacher Curl Over Exercise Ball,1,dumbbell,biceps,forearms,upper arms,2,https://static.exercisedb.dev/media/QQwxa8g.gif,"Step:1 Sit on an exercise ball with your feet flat on the ground and your back straight. | Step:2 Hold a dumbbell in one hand with an underhand grip, resting your elbow on the exercise ball. | Step:3 (intermediate variation) Keeping your upper arm stationary, exhale and curl the dumbbell up towards your shoulder. | Step:4 Pause for a moment at the top, then inhale and slowly lower the dumbbell back to the starting position. | Step:5 Repeat for the desired number of repetitions, then switch arms.",0.0,6.5,8.5,0.0,0.0,4.0,0.0,0.0,0.0,7.5,Hypertrophy Training,1.5,1.9,5.2,5.2,1.5,9.5,7.0,5.0,3.0,3.0,2.9
XqYQ9JA,Dumbbell One Arm Prone Hammer Curl - Macro Variation,1,dumbbell,biceps,forearms,upper arms,2,https://static.exercisedb.dev/media/XqYQ9JA.gif,"Step:1 Lie face down on a flat bench with a dumbbell in one hand, palm facing your body and arm fully extended. | Step:2 Keep your upper arm stationary and curl the dumbbell towards your shoulder, contracting your biceps. | Step:3 Pause for a moment at the top, then slowly lower the dumbbell back to the starting position. | Step:4 Repeat for the desired number of repetitions, then switch arms. Focus on macro movement.",0.0,6.5,8.5,0.0,0.0,4.0,0.0,0.0,0.0,7.5,Hypertrophy Training,1.5,1.9,5.2,5.2,1.5,9.5,7.0,5.0,3.0,3.0,2.9
qU8bYp7,Rough Cable Standing One Arm Triceps Extension,2,cable,triceps,shoulders,upper arms,2,https://static.exercisedb.dev/media/qU8bYp7.gif,"Step:1 Stand with your feet shoulder-width apart, facing the cable machine. | Step:2 Hold the cable handle with your right hand, palm facing down, and position your arm so that it is fully extended and parallel to the ground. | Step:3 Keep your elbow stationary and close to your body. | Step:4 Slowly bend your elbow, lowering the cable handle towards the back of your head. | Step:5 Pause for a moment at the bottom of the movement, then extend your arm back to the starting position. Focus on rough movement. | Step:6 Repeat for the desired number of repetitions, then switch sides and perform the exercise with your left arm.",0.0,6.5,8.5,0.0,0.0,4.0,0.0,0.0,0.0,7.5,Hypertrophy Training,1.5,1.9,5.2,5.2,1.5,6.0,8.0,6.0,6.0,4.0,2.9
I6Ca0a7,Complete Style Ez Bar Lying Close Grip Triceps Extension Behind Head,1,ez barbell,triceps,shoulders,upper arms,2,https://static.exercisedb.dev/media/I6Ca0a7.gif,"Step:1 Lie flat on a bench with your feet flat on the ground and your head at the end of the bench. | Step:2 Hold the ez barbell with a close grip, palms facing up, and extend your arms straight up over your chest. | Step:3 Keeping your upper arms stationary, slowly lower the barbell behind your head by bending your elbows. | Step:4 Pause for a moment, then extend your arms back up to the starting position. Maintain complete form throughout. | Step:5 Repeat for the desired number of repetitions.",0.0,6.5,8.5,0.0,0.0,4.0,0.0,0.0,0.0,7.5,Hypertrophy Training,1.5,1.9,5.2,5.2,1.5,8.0,7.0,5.0,3.0,3.0,2.9
79AmJsI,Dumbbell Hammer Curl With Traditional,3,dumbbell,biceps,forearms,upper arms,2,https://static.exercisedb.dev/media/79AmJsI.gif,"Step:1 Stand up straight with a dumbbell in each hand, palms facing your torso. | Step:2 Keep your elbows close to your torso and rotate the palms of your hands until they are facing forward. | Step:3 This will be your starting position. | Step:4 Now, keeping the upper arms stationary, exhale and curl the weights while contracting your biceps. | Step:5 Continue to raise the weights until your biceps are fully contracted and the dumbbells are at shoulder level. | Step:6 Hold the contracted position for a brief pause as you squeeze your biceps. | Step:7 Then, inhale and slowly begin to lower the dumbbells back to the starting position. | Step:8 Repeat for the recommended amount of repetitions. Focus on traditional movement.",0.0,6.5,8.5,0.0,0.0,4.0,0.0,0.0,0.0,7.5,Hypertrophy Training,1.5,1.9,5.2,5.2,1.5,7.5,7.0,7.0,6.0,5.0,2.9
7WcQgkm,Smith Machine Incline Tricep Extension - Straight Variation,2,smith machine,triceps,shoulders,upper arms,2,https://static.exercisedb.dev/media/7WcQgkm.gif,"Step:1 Adjust the seat of the smith machine so that the bar is at shoulder height. | Step:2 Sit on the bench with your back against the pad and your feet flat on the ground. | Step:3 Grasp the bar with an overhand grip, slightly wider than shoulder-width apart. | Step:4 Extend your arms fully, lifting the bar off the rack and holding it directly above your chest. Focus on straight movement. | Step:5 Lower the bar slowly towards your forehead, keeping your elbows close to your head. | Step:6 Pause for a moment at the bottom, then push the bar back up to the starting position. | Step:7 Repeat for the desired number of repetitions.",0.0,6.5,8.5,0.0,0.0,4.0,0.0,0.0,0.0,7.5,Hypertrophy Training,1.5,1.9,5.2,5.2,1.5,6.0,8.0,6.0,6.0,4.0,2.9
OJFgZJ0,Dynamic Style Barbell Lying Back Of The Head Tricep Extension,1,barbell,triceps,shoulders,upper arms,2,https://static.exercisedb.dev/media/OJFgZJ0.gif,"Step:1 Lie flat on a bench with your feet flat on the ground and your head at the end of the bench. | Step:2 Hold a barbell with an overhand grip, hands shoulder-width apart, and extend your arms straight up over your chest. | Step:3 Keeping your upper arms stationary, slowly lower the barbell behind your head by bending your elbows. Maintain dynamic form throughout. | Step:4 Pause for a moment, then extend your arms back up to the starting position. | Step:5 Repeat for the desired number of repetitions.",0.0,6.5,8.5,0.0,0.0,4.0,0.0,0.0,0.0,7.5,Hypertrophy Training,1.5,1.9,5.2,5.2,1.5,7.0,7.0,5.0,4.0,4.0,2.9
7R4NIjL,Assisted Standing Triceps Extension (With Towel) With Horizontal,1,assisted,triceps,shoulders,upper arms,2,https://static.exercisedb.dev/media/7R4NIjL.gif,"Step:1 Stand with your feet shoulder-width apart and hold a towel with both hands behind your head. | Step:2 Keep your elbows close to your ears and your upper arms stationary. | Step:3 (horizontal variation) Slowly extend your forearms upward, squeezing your triceps at the top. | Step:4 Pause for a moment, then slowly lower the towel back down to the starting position. | Step:5 Repeat for the desired number of repetitions.",0.0,6.5,8.5,0.0,0.0,4.0,0.0,0.0,0.0,7.5,Hypertrophy Training,1.5,1.9,5.2,5.2,1.5,8.0,7.0,5.0,3.0,3.0,2.9
W7yh3Yo,Wall Style Dumbbell One Arm French Press On Exercise Ball,2,dumbbell,triceps,shoulders,upper arms,2,https://static.exercisedb.dev/media/W7yh3Yo.gif,"Step:1 Sit on an exercise ball with your feet flat on the ground and your back straight. | Step:2 Hold a dumbbell in one hand with your palm facing up and your elbow bent at a 90-degree angle. Focus on wall movement. | Step:3 Extend your arm straight up towards the ceiling, keeping your elbow stationary. | Step:4 Slowly lower the dumbbell back down to the starting position. | Step:5 Repeat for the desired number of repetitions, then switch arms.",0.0,6.5,8.5,0.0,0.0,4.0,0.0,0.0,0.0,7.5,Hypertrophy Training,1.5,1.9,5.2,5.2,1.5,8.5,8.0,6.0,5.0,3.0,2.9
HDYiZcY,Dumbbell Cross Body Hammer Curl V. 2,2,dumbbell,biceps,forearms,upper arms,2,https://static.exercisedb.dev/media/HDYiZcY.gif,"Step:1 Stand up straight with a dumbbell in each hand, palms facing your body. | Step:2 Keep your elbows close to your torso and your upper arms stationary. | Step:3 Exhale and curl the weights while contracting your biceps, bringing the dumbbells as close to your opposite shoulder as possible. | Step:4 Hold the contracted position for a brief pause as you squeeze your biceps. | Step:5 Inhale and slowly begin to lower the dumbbells back to the starting position. | Step:6 Repeat for the desired number of repetitions.",0.0,6.5,8.5,0.0,0.0,4.0,0.0,0.0,0.0,7.5,Hypertrophy Training,1.5,1.9,5.2,5.2,1.5,8.5,8.0,6.0,5.0,3.0,2.9
sxY5Biu,Dumbbell One Arm Zottman Preacher Curl,2,dumbbell,biceps,forearms,upper arms,2,https://static.exercisedb.dev/media/sxY5Biu.gif,"Step:1 Sit on a preacher curl bench and hold a dumbbell in one hand with an underhand grip. | Step:2 Rest your upper arm on the preacher bench pad, allowing your arm to fully extend. | Step:3 Curl the dumbbell up towards your shoulder, keeping your upper arm stationary. | Step:4 At the top of the curl, rotate your wrist so that your palm faces up. | Step:5 Slowly lower the dumbbell back down to the starting position, rotating your wrist back to the starting position. | Step:6 Repeat for the desired number of repetitions, then switch arms.",0.0,6.5,8.5,0.0,0.0,4.0,0.0,0.0,0.0,7.5,Hypertrophy Training,1.5,1.9,5.2,5.2,1.5,8.5,8.0,6.0,5.0,3.0,2.9
aVs3BR3,Cable Twist,3,cable,abs,obliques,waist,2,https://static.exercisedb.dev/media/aVs3BR3.gif,"Step:1 Stand with your feet shoulder-width apart, facing the cable machine. | Step:2 Hold the cable handle with both hands in front of your chest, keeping your arms slightly bent. | Step:3 Engage your core and twist your torso to the right, pulling the cable across your body. | Step:4 Pause for a moment at the end of the movement, feeling the contraction in your abs and obliques. | Step:5 Slowly return to the starting position, resisting the cable's pull. | Step:6 Repeat the movement to the left side. | Step:7 Continue alternating sides for the desired number of repetitions.",0.0,6.5,8.5,0.0,0.0,4.0,0.0,0.0,0.0,7.5,Hypertrophy Training,1.5,1.9,5.2,5.2,1.5,5.0,7.0,7.0,7.0,6.0,2.9
slDvUAU,Dumbbell Hammer Curl,3,dumbbell,biceps,forearms,upper arms,2,https://static.exercisedb.dev/media/slDvUAU.gif,"Step:1 Stand up straight with a dumbbell in each hand, palms facing your torso. | Step:2 Keep your elbows close to your torso and rotate the palms of your hands until they are facing forward. | Step:3 This will be your starting position. | Step:4 Now, keeping the upper arms stationary, exhale and curl the weights while contracting your biceps. | Step:5 Continue to raise the weights until your biceps are fully contracted and the dumbbells are at shoulder level. | Step:6 Hold the contracted position for a brief pause as you squeeze your biceps. | Step:7 Then, inhale and slowly begin to lower the dumbbells back to the starting position. | Step:8 Repeat for the recommended amount of repetitions.",0.0,6.5,8.5,0.0,0.0,4.0,0.0,0.0,0.0,7.5,Hypertrophy Training,1.5,1.9,5.2,5.2,1.5,7.5,7.0,7.0,6.0,5.0,2.9
kont8Ut,Dumbbell Seated Triceps Extension,1,dumbbell,triceps,shoulders,upper arms,2,https://static.exercisedb.dev/media/kont8Ut.gif,"Step:1 Sit on a bench with your back straight and feet flat on the ground. | Step:2 Hold a dumbbell with both hands and extend your arms straight up overhead. | Step:3 Bend your elbows and lower the dumbbell behind your head, keeping your upper arms close to your ears. | Step:4 Pause for a moment, then straighten your arms and return to the starting position. | Step:5 Repeat for the desired number of repetitions.",0.0,6.5,8.5,0.0,0.0,4.0,0.0,0.0,0.0,7.5,Hypertrophy Training,1.5,1.9,5.2,5.2,1.5,9.5,7.0,5.0,3.0,3.0,2.9
JymLInS,Dumbbell Incline Shrug,1,dumbbell,traps,shoulders,back,2,https://static.exercisedb.dev/media/JymLInS.gif,"Step:1 Set an incline bench to a 45-degree angle and sit on it with a dumbbell in each hand. | Step:2 Place your feet flat on the ground and let your arms hang straight down with your palms facing your body. | Step:3 Keeping your arms straight, shrug your shoulders up towards your ears as high as possible. | Step:4 Hold the contraction for a moment, then slowly lower your shoulders back down to the starting position. | Step:5 Repeat for the desired number of repetitions.",0.0,6.5,8.5,0.0,0.0,4.0,0.0,0.0,0.0,7.5,Hypertrophy Training,1.5,1.9,5.2,5.2,1.5,9.5,7.0,5.0,3.0,3.0,2.9
